Spot.ID,Frame,Area,Quality,Source.spot.ID,IF_Divided,Time,generation_count,track
2227,0,0.74468475,179,NA,N,0,0,1
2221,1,0.86949225,209,2227,N,0.833333333333333,0,1
2270,2,1.0733445,258,2221,N,1.66666666666667,0,1
2563,3,1.114947,268,2270,N,2.5,0,1
2340,4,1.26055575,303,2563,N,3.33333333333333,0,1
2281,5,1.23559425,297,2340,N,4.16666666666667,0,1
2509,6,0.71140275,171,2281,Y,5,1,1
2233,0,1.048383,252,NA,N,0,0,2
2229,1,1.12742775,271,2233,N,0.833333333333333,0,2
2275,2,1.19399175,287,2229,N,1.66666666666667,0,2
2119,3,1.148229,276,2275,N,2.5,0,2
2348,4,1.32711975,319,2119,N,3.33333333333333,0,2
2286,5,1.32711975,319,2348,N,4.16666666666667,0,2
2125,6,0.61987725,149,2286,Y,5,1,2
2310,7,0.60323625,145,2125,N,5.83333333333333,1,2
3215,8,0.648999,156,2310,N,6.66666666666667,1,2
2981,9,0.62819775,151,3215,N,7.5,1,2
3120,10,0.62819775,151,2981,N,8.33333333333333,1,2
3088,11,0.6739605,162,3120,N,9.16666666666667,1,2
3025,12,0.632358,152,3088,N,10,1,2
2951,13,0.66980025,161,3025,N,10.8333333333333,1,2
2889,14,0.7405245,178,2951,N,11.6666666666667,1,2
2974,15,0.68644125,165,2889,N,12.5,1,2
3971,16,0.582435,140,2974,N,13.3333333333333,1,2
3975,17,0.77796675,187,3971,N,14.1666666666667,1,2
4021,18,0.78628725,189,3975,N,15,1,2
4474,19,0.81124875,195,4021,N,15.8333333333333,1,2
4753,20,0.86949225,209,4474,N,16.6666666666667,1,2
5247,21,0.8736525,210,4753,N,17.5,1,2
4580,22,0.78628725,189,5247,N,18.3333333333333,1,2
6896,23,NA,-1,4580,Y,19.1666666666667,2,2
2775,0,1.214793,292,NA,N,0,0,3
2820,1,0.99429975,239,2775,N,0.833333333333333,0,3
2767,2,1.07750475,259,2820,N,1.66666666666667,0,3
2401,3,1.15238925,277,2767,N,2.5,0,3
2797,4,1.19399175,287,2401,N,3.33333333333333,0,3
2801,5,1.1232675,270,2797,N,4.16666666666667,0,3
2377,6,1.2064725,290,2801,N,5,0,3
2821,7,1.2064725,290,2377,N,5.83333333333333,0,3
3532,8,0.64483875,155,2821,Y,6.66666666666667,1,3
3804,9,0.64483875,155,3532,N,7.5,1,3
3450,10,0.7738065,186,3804,N,8.33333333333333,1,3
3568,11,0.72804375,175,3450,N,9.16666666666667,1,3
3443,12,0.78628725,189,3568,N,10,1,3
3283,13,0.748845,180,3443,N,10.8333333333333,1,3
3245,14,0.815409,196,3283,N,11.6666666666667,1,3
3141,15,0.8570115,206,3245,N,12.5,1,3
4124,16,0.8237295,198,3141,N,13.3333333333333,1,3
4144,17,0.881973,212,4124,N,14.1666666666667,1,3
4201,18,0.8736525,210,4144,N,15,1,3
4575,19,0.9568575,230,4201,N,15.8333333333333,1,3
4966,20,0.97765875,235,4575,N,16.6666666666667,1,3
5315,21,0.9402165,226,4966,N,17.5,1,3
4832,22,0.96101775,231,5315,N,18.3333333333333,1,3
4746,23,1.098306,264,4832,N,19.1666666666667,1,3
5522,24,1.11078675,267,4746,N,20,1,3
5746,25,1.04422275,251,5522,N,20.8333333333333,1,3
5984,26,1.26055575,303,5746,N,21.6666666666667,1,3
6418,27,1.231434,296,5984,N,22.5,1,3
6476,28,1.15238925,277,6418,N,23.3333333333333,1,3
6341,29,1.0899855,262,6476,N,24.1666666666667,1,3
2518,0,0.66147975,159,NA,N,0,0,4
2579,1,0.732204,176,2518,N,0.833333333333333,0,4
2479,2,0.65315925,157,2579,N,1.66666666666667,0,4
2649,3,0.75300525,181,2479,N,2.5,0,4
2620,4,0.8902935,214,2649,N,3.33333333333333,0,4
2628,5,0.79460775,191,2620,N,4.16666666666667,0,4
2640,6,0.848691,204,2628,N,5,0,4
2578,7,0.91941525,221,2640,N,5.83333333333333,0,4
3348,8,1.065024,256,2578,N,6.66666666666667,0,4
3883,9,0.97765875,235,3348,N,7.5,0,4
3658,10,1.0899855,262,3883,N,8.33333333333333,0,4
3777,11,1.1066265,266,3658,N,9.16666666666667,0,4
3670,12,1.05254325,253,3777,N,10,0,4
3822,13,0.68644125,165,3670,Y,10.8333333333333,1,4
3662,14,0.66980025,161,3822,N,11.6666666666667,1,4
3678,15,0.715563,172,3662,N,12.5,1,4
4269,16,0.698922,168,3678,N,13.3333333333333,1,4
4796,17,0.73636425,177,4269,N,14.1666666666667,1,4
4343,18,0.7904475,190,4796,N,15,1,4
4998,19,0.73636425,177,4343,N,15.8333333333333,1,4
5163,20,0.75300525,181,4998,N,16.6666666666667,1,4
5379,21,0.732204,176,5163,N,17.5,1,4
5042,22,0.7072425,170,5379,N,18.3333333333333,1,4
5013,23,0.7072425,170,5042,N,19.1666666666667,1,4
5601,24,0.92773575,223,5013,N,20,1,4
5834,25,0.86117175,207,5601,N,20.8333333333333,1,4
6076,26,0.92773575,223,5834,N,21.6666666666667,1,4
6719,27,1.1565495,278,6076,N,22.5,1,4
6793,28,0.56163375,135,6719,Y,23.3333333333333,2,4
6844,29,0.6406785,154,6793,N,24.1666666666667,2,4
2029,0,0.74468475,179,NA,N,0,0,5
2026,1,1.06086375,255,2029,N,0.833333333333333,0,5
2037,2,0.981819,236,2026,N,1.66666666666667,0,5
2027,3,1.07750475,259,2037,N,2.5,0,5
2041,4,1.37704275,331,2027,N,3.33333333333333,0,5
2034,5,1.24391475,299,2041,N,4.16666666666667,0,5
2030,6,1.1565495,278,2034,N,5,0,5
2077,7,0.71140275,171,2030,Y,5.83333333333333,1,5
2853,8,0.72804375,175,2077,N,6.66666666666667,1,5
2839,9,0.7405245,178,2853,N,7.5,1,5
2939,10,0.782127,188,2839,N,8.33333333333333,1,5
3000,11,0.7571655,182,2939,N,9.16666666666667,1,5
