Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2305,2305,0,284,536.9507042,681.5739437,0,0,0,9.507891863,1,,16573,16573,16573,16573,4706732,0,1,Infinity,-0.028015201,-0.061080316,11.08077958,8.212979519,1.161375449,1.349179011,284,80,0.557632696,0.931147541,4.747126633
ID2178,2178,1,291,1139.941581,429.8728522,0,0,0,9.624353323,1,,20507,20507,20507,20507,5967537,0,0.463765498,Infinity,0.161331806,-0.132554115,15.53857974,5.942310405,2.399502025,2.614905429,291,98,0.380759459,0.87518797,5.744861741
ID2434,2434,,277,40.00722022,63.76173285,0,0,0,9.389986074,1,,38107,38107,38107,38107,1.06E+07,0,1,Infinity,0.029035394,0.087457186,10.48829551,8.684912023,1.04122663,1.207645568,277,74,0.635661917,0.953528399,4.446229084
ID2309,2309,2,197,679.9593909,809.9238579,0,0,0,7.918778162,1,,28606,28606,28606,28606,5635382,0,1,Infinity,-0.036469775,-0.075742458,10.87235347,5.725532221,0.693797153,1.898924511,197,72,0.477541476,0.897494305,5.129787599
ID2438,2438,3,156,301.0192308,645.6346154,0,0,0,7.04672564,1,,23263,23263,23263,23263,3629028,0,0.945003646,Infinity,-0.074700809,0.003646657,7.85526581,6.33129081,1.229458246,1.24070526,156,60,0.544542727,0.909620991,4.803844614
ID2183,2183,307,187,796.9786096,345.3048128,0,0,0,7.715176519,1,,27933,27933,27933,27933,5223471,0,1,Infinity,-0.011246749,-0.053068934,8.960293063,6.746387062,0.790914135,1.328161723,187,62,0.611319278,0.942065491,4.53388903
ID2187,2187,5,326,253.8159509,268.9969325,0,0,0,10.18670815,1,,63519,63519,63519,63519,2.07E+07,0,1,Infinity,0.042028387,0.164868346,14.91318876,7.100243444,0.933095438,2.100377103,326,100,0.409663682,0.870493992,5.538487756
ID2315,2315,6,249,1039.598394,337.5341365,0,0,0,8.902761463,1,,20676,20676,20676,20676,5148324,0,1,Infinity,-1.59E-04,0.026365543,11.67032087,6.796349824,0.875144913,1.717145405,249,78,0.514304123,0.917127072,4.943049154
ID2445,2445,7,329,497.6474164,422.3556231,0,0,0,10.23347217,1,,5858,5858,5858,5858,1927282,0,-0.281124534,#NAME?,0.204750084,-0.104515741,14.49723113,7.44335061,1.705314019,1.947675434,329,90,0.510411843,0.918994413,4.961860618
ID2191,2191,8,298,125.3389262,92.78187919,0,0,0,9.739422266,1,,50336,50336,50336,50336,1.50E+07,0,1,Infinity,0.026471423,0.04028526,15.00206599,6.242094858,0.41587906,2.403370396,298,94,0.42380924,0.905775076,5.445273796
ID2320,2320,9,208,635.8990385,558.7355769,0,0,0,8.13685789,1,,61380,61380,61380,61380,1.28E+07,0,1,Infinity,0.011526515,0.116996698,9.663423572,6.894795158,0.700300491,1.401553396,208,66,0.600047082,0.945454545,4.576276619
ID2450,2450,313,298,814.442953,710.3456376,0,0,0,9.739422266,1,,44387,44387,44387,44387,1.32E+07,0,1,Infinity,-0.111997957,0.045203893,13.04980565,7.188554659,0.989035728,1.815358757,298,86,0.50632483,0.918335901,4.981846239
ID2196,2196,11,311,1297.270096,826.9614148,0,0,0,9.94959168,1,,21155,21155,21155,21155,6579205,0,0.892478144,Infinity,-0.128909709,-0.105028624,14.83628139,6.45769618,1.014935249,2.297457324,311,96,0.424060467,0.865090403,5.44366058
ID2326,2326,317,160,507.05625,950.06875,0,0,0,7.136496465,1,,16709,16709,16709,16709,2673440,0,0.661257783,Infinity,-0.058826217,0.054749627,8.337679797,6.28734697,0.920847599,1.326104609,160,60,0.558505361,0.922190202,4.74341649
ID2201,2201,13,264,832.8560606,566.719697,0,0,0,9.166995688,1,,31779,31779,31779,31779,8389656,0,0.946480647,Infinity,-0.158045457,-0.310162308,12.41534799,7.296226472,-0.148440672,1.701612202,264,78,0.545286299,0.937833037,4.800568148
ID2332,2332,14,202,878.0247525,472.950495,0,0,0,8.018640596,1,,63173,63173,63173,63173,1.28E+07,0,1,Infinity,-0.086003331,-0.050480027,9.503812932,7.012347551,1.257616591,1.355296905,202,66,0.582738031,0.926605505,4.643743795
ID2207,2207,15,279,238.8853047,876.827957,0,0,0,9.423823971,1,,55715,55715,55715,55715,1.55E+07,0,1,Infinity,0.021552912,-0.058525061,10.05666705,8.896878004,1.004836704,1.130359104,279,76,0.606997473,0.942567568,4.550000985
ID8095,8095,32,-1,220.8333333,988.8333333,0,0,0,5,1,,44776,44776,44776,44776,4343272,0,0.282296651,Infinity,0,0,5,5,0,1,78.53981634,31.41592654,1,1,3.544907702
ID2336,2336,16,172,1110.517442,156.744186,0,0,0,7.39927702,1,,63943,63943,63943,63943,1.10E+07,0,0.975201291,Infinity,0.164891221,-0.084343857,9.762949139,5.749185342,-0.128475123,1.698144791,172,62,0.562282972,0.922252011,4.72745568
ID2339,2339,,33,1.212121212,234.5454545,0,0,0,3.241022407,1,,54091,54091,54091,54091,1785003,0,0.706896552,Infinity,-0.634853914,-0.317988418,5.288127993,2.809401211,1.495159603,1.882297186,33,30,0.460766923,0.891891892,5.222329679
ID2214,2214,310,154,499.7337662,400.3831169,0,0,0,7.001408606,1,,56355,56355,56355,56355,8678670,0,0.733956117,Infinity,-0.20852088,-0.069633575,7.540731418,6.749766503,2.323124935,1.117184041,154,54,0.663656061,0.950617284,4.351444006
ID2216,2216,18,127,477.2755906,834.7007874,0,0,0,6.358093704,1,,48804,48804,48804,48804,6198108,0,1,Infinity,0.011660507,-0.006735447,7.780053978,5.208573022,0.468920739,1.493701623,127,54,0.547300778,0.903914591,4.791725151
ID2089,2089,19,345,321.9014493,643.2782609,0,0,0,10.47935641,1,,61568,61568,61568,61568,2.12E+07,0,0.989830154,Infinity,0.202149716,0.089647063,16.5100344,6.658670255,0.764364988,2.4794792,345,102,0.416704908,0.890322581,5.491495401
ID2091,2091,20,295,778.9220339,228.579661,0,0,0,9.690274321,1,,64129,64129,64129,64129,1.89E+07,0,1,Infinity,0.081994213,0.053698035,13.60443063,6.855149223,1.056977705,1.984556454,295,86,0.5012276,0.921875,5.007113584
ID2094,2094,22,293,993.668942,63.35153584,0,0,0,9.657370069,1,,48259,48259,48259,48259,1.41E+07,0,1,Infinity,0.065900716,-0.033718373,12.3107402,7.641597523,2.592073079,1.611016567,293,82,0.547582777,0.93163752,4.79049115
ID2222,2222,23,195,1099.794872,143.825641,0,0,0,7.878478775,1,,50596,50596,50596,50596,9866220,0,0.964667897,Infinity,0.023856034,-0.001214788,10.85593795,5.714493401,-0.481084417,1.899720096,195,72,0.472693339,0.896551724,5.156027093
ID2096,2096,24,227,665.1365639,195.5726872,0,0,0,8.500373178,1,,16132,16132,16132,16132,3661964,0,1,Infinity,-0.081341118,0.033855272,9.462445308,7.76698202,2.718772822,1.218291131,227,68,0.61690444,0.939958592,4.513318519
ID2227,2227,26,291,49.83161512,417.5429553,0,0,0,9.624353323,1,,45735,45735,45735,45735,1.33E+07,0,1,Infinity,0.292773427,-0.07909739,14.41965758,6.528262223,-0.38911621,2.208804899,291,90,0.4514585,0.902325581,5.275893436
ID2101,2101,28,239,1164.506276,500.0543933,0,0,0,8.722159297,1,,28165,28165,28165,28165,6731435,0,0.947142447,Infinity,0.014606349,-0.192473588,12.05187431,6.52710562,2.105699607,1.846434701,239,74,0.5484592,0.935420744,4.786662082
ID2485,2485,29,246,1249.418699,152.0243902,0,0,0,8.848967849,1,,8165,8165,8165,8165,2008590,0,0.459325442,Infinity,-0.045827138,0.076838374,11.9223096,6.68391489,0.306598777,1.783731509,246,74,0.564522858,0.935361217,4.718067677
ID2234,2234,31,258,1257.120155,896.8914729,0,0,0,9.062226583,1,,61479,61479,61479,61479,1.59E+07,0,1,Infinity,0.050829324,-0.046061466,13.4233116,6.196706277,1.961876999,2.166201043,258,84,0.45948464,0.892733564,5.229611573
ID2365,2365,33,318,471.8018868,657.1257862,0,0,0,10.0609415,1,,18001,18001,18001,18001,5724318,0,0.814026169,Infinity,0.27325785,0.08256442,15.39049929,6.575495908,0.588509789,2.340583814,318,100,0.399610586,0.864130435,5.607721541
ID2110,2110,34,261,769.1034483,922.7547893,0,0,0,9.11476167,1,,8968,8968,8968,8968,2340648,0,1,Infinity,-0.177844187,0.10573092,10.80688475,7.931849367,0.352091671,1.362467219,261,72,0.632681854,0.945652174,4.456688116
ID2240,2240,35,335,993.4537313,194.4746269,0,0,0,10.32636489,1,,12328,12328,12328,12328,4129880,0,1,Infinity,-0.16235921,-0.065918922,15.58295732,7.168457361,1.777189569,2.173822976,335,100,0.420973416,0.848101266,5.463583647
ID2496,2496,,226,32.7920354,649.6548673,0,0,0,8.481629223,1,,29677,29677,29677,29677,6707002,0,1,Infinity,0.066475291,-0.021423646,9.195638979,7.948788845,1.072181407,1.156860392,226,72,0.54783946,0.918699187,4.789368758
ID2113,2113,36,268,1270.921642,819.3358209,0,0,0,9.236181543,1,,17800,17800,17800,17800,4770400,0,0.722467134,Infinity,-0.002092128,0.11540342,12.95974192,6.738756501,0.086736358,1.923165188,268,78,0.553548212,0.92733564,4.76460833
ID2115,2115,38,265,1087.890566,50.48301887,0,0,0,9.184341013,1,,33290,33290,33290,33290,8821850,0,0.978535892,Infinity,-0.062758955,-0.037962453,10.95155339,7.821230518,0.960451148,1.400234063,265,74,0.608124217,0.949820789,4.545783865
ID2372,2372,39,290,316.162069,535.3793103,0,0,0,9.607802402,1,,1619,1619,1619,1619,469510,0,0.817214206,Infinity,-0.085960829,0.037495995,14.74542404,6.615607657,-1.46017811,2.2288843,290,86,0.492732217,0.904836193,5.050093888
ID2118,2118,40,127,299.5826772,540.984252,0,0,0,6.358093704,1,,781,781,781,781,99187,0,0.198033615,Infinity,0.053628027,-0.007716507,7.039017406,6.00404193,1.301371581,1.172379788,127,54,0.547300778,0.888111888,4.791725151
ID2246,2246,41,258,843.5658915,599.2945736,0,0,0,9.062226583,1,,33323,33323,33323,33323,8597334,0,0.943902162,Infinity,0.016293187,0.058049524,11.70820347,7.128953337,1.705598859,1.642345365,258,74,0.592060559,0.943327239,4.607038767
ID2503,2503,42,244,1351.372951,783.6352459,0,0,0,8.812923024,1,,18037,18037,18037,18037,4401028,0,1,Infinity,0.008131887,0.073375823,10.9664818,7.383492794,1.476306446,1.485270198,244,70,0.625753965,0.958742633,4.481290798
ID2120,2120,43,196,278.2959184,750.8367347,0,0,0,7.89865417,1,,20237,20237,20237,20237,3966452,0,0.988950697,Infinity,-0.060485375,-0.039505007,8.883620323,7.193326743,0.694778238,1.234980787,196,64,0.601320469,0.933333333,4.571428571
ID2123,2123,44,253,809.8853755,269.1067194,0,0,0,8.973984689,1,,8846,8846,8846,8846,2238038,0,1,Infinity,-0.049183125,-0.22202548,10.12162478,8.210980458,-0.24441165,1.23269381,253,72,0.613289307,0.944029851,4.526601217
ID2380,2380,46,343,1131.259475,456.0087464,0,0,0,10.44893731,1,,52051,52051,52051,52051,1.79E+07,0,0.969831977,Infinity,-0.012033754,-0.092217424,17.05583366,6.595048597,0.961869004,2.586157389,343,104,0.39850824,0.905013193,5.61547217
ID2254,2254,47,241,815.5975104,208.5062241,0,0,0,8.758577657,1,,47916,47916,47916,47916,1.15E+07,0,1,Infinity,0.057959921,0.138786479,11.52318271,6.7348872,0.600869502,1.710968925,241,76,0.524323982,0.930501931,4.895590361
ID2127,2127,48,221,1180.371041,255.081448,0,0,0,8.387281136,1,,52622,52622,52622,52622,1.16E+07,0,0.882029333,Infinity,0.107866166,-0.391164076,12.55965945,5.784967405,1.907465539,2.171085604,221,72,0.535719118,0.936440678,4.843244117
ID2512,2512,,215,308.0837209,704.5906977,0,0,0,8.272643201,1,,15478,15478,15478,15478,3327770,0,0.983421866,Infinity,0.104781759,-0.003501509,8.966615091,7.844010213,1.015094907,1.143116193,215,68,0.584292751,0.928725702,4.637561508
ID2257,2257,49,259,502.3011583,985.5984556,0,0,0,9.079772052,1,,50861,50861,50861,50861,1.32E+07,0,0.95215672,Infinity,-0.06785616,0.043854307,9.734413489,8.489628199,0.689116426,1.146624241,259,74,0.594355367,0.936708861,4.598136268
ID2130,2130,50,148,514.2567568,403.0945946,0,0,0,6.863662518,1,,63118,63118,63118,63118,9341464,0,0.778287618,Infinity,-0.115356052,-0.235770864,8.232505846,5.928070484,0.867332435,1.388732787,148,56,0.593055756,0.927899687,4.603171645
ID2260,2260,349,253,243.9367589,776.6719368,0,0,0,8.973984689,1,,27698,27698,27698,27698,7007594,0,1,Infinity,-0.017228733,0.148338983,10.3053958,8.123491644,0.924445336,1.268591912,253,70,0.648835054,0.954716981,4.400862294
ID2517,2517,53,212,873.4528302,577.759434,0,0,0,8.214724333,1,,47606,47606,47606,47606,1.01E+07,0,1,Infinity,0.087866632,0.399855621,13.30980738,5.335318956,1.460758105,2.494660111,212,76,0.461231054,0.888888889,5.21970143
ID2134,2134,54,317,969.5899054,172.5709779,0,0,0,10.04510995,1,,22928,22928,22928,22928,7268176,0,0.969928154,Infinity,0.147447044,0.097367074,14.05977494,7.480830714,0.143395255,1.879440329,317,84,0.564560585,0.929618768,4.717910033
ID2392,2392,373,203,494.4236453,935.9950739,0,0,0,8.038464212,1,,22100,22100,22100,22100,4486300,0,0.840089196,Infinity,-0.112663864,-0.033748457,9.623372652,6.669375468,0.428787916,1.44291961,203,66,0.585622873,0.926940639,4.632291882
ID2137,2137,352,271,866.0184502,977.1845018,0,0,0,9.287732724,1,,44176,44176,44176,44176,1.20E+07,0,1,Infinity,0.140729778,0.072029498,10.10882788,8.786830714,0.943012382,1.150452103,271,74,0.621893067,0.942608696,4.49517987
ID2265,2265,57,277,792.2238267,669.0794224,0,0,0,9.389986074,1,,40499,40499,40499,40499,1.12E+07,0,1,Infinity,0.015884228,0.067786092,10.02359981,9.056889401,-0.335781576,1.106737574,277,74,0.635661917,0.95025729,4.446229084
ID2522,2522,58,191,708.539267,855.026178,0,0,0,7.797255175,1,,58998,58998,58998,58998,1.13E+07,0,1,Infinity,0.011200151,-0.007139999,8.018087904,7.64921621,0.294299899,1.048223463,191,62,0.624395626,0.9408867,4.486162553
ID2140,2140,59,188,1212,162.8723404,0,0,0,7.735777828,1,,5521,5521,5521,5521,1037948,0,0.999189755,Infinity,-0.072830958,0.065829848,8.948689634,6.688716005,-0.077147752,1.337878545,188,66,0.542350247,0.917073171,4.813544719
ID2271,2271,60,257,845.0894942,544.92607,0,0,0,9.044647077,1,,47795,47795,47795,47795,1.23E+07,0,0.805382203,Infinity,-4.45E-05,-0.077839985,13.49284805,6.048954573,2.116808699,2.230608262,257,84,0.457703692,0.914590747,5.239776037
ID2527,2527,61,163,571.5705521,126.1533742,0,0,0,7.20309041,1,,61814,61814,61814,61814,1.01E+07,0,1,Infinity,-0.016382998,-0.040218166,8.093685605,6.519639134,0.613828824,1.241431533,163,64,0.500077737,0.898071625,5.01286688
ID2400,2400,62,297,29.36700337,908.9124579,0,0,0,9.723067222,1,,28373,28373,28373,28373,8426781,0,0.808601738,Infinity,-0.073818308,-0.027461303,11.42759133,8.420477698,0.293104665,1.357119126,297,78,0.613447086,0.947368421,4.526019055
ID2145,2145,63,203,948.137931,58.07881773,0,0,0,8.038464212,1,,26897,26897,26897,26897,5460091,0,1,Infinity,0.017160256,-2.33E-04,8.686914695,7.56383305,-1.514852422,1.148480491,203,64,0.6227962,0.937644342,4.491919401
ID8033,8033,21,-1,62.16666667,866.1666667,0,0,0,5,1,,1356,1356,1356,1356,131532,0,0.249417249,Infinity,0,0,5,5,0,1,78.53981634,31.41592654,1,1,3.544907702
ID2531,2531,64,198,1199.323232,146.1565657,0,0,0,7.938851143,1,,631,631,631,631,124938,0,1,Infinity,0.030863993,0.069946598,11.16646357,5.665356663,-1.077159533,1.971008047,198,72,0.479965544,0.9,5.116817193
ID2149,2149,65,259,1178.316602,909.6563707,0,0,0,9.079772052,1,,18579,18579,18579,18579,4811961,0,1,Infinity,0.003025179,0.037107097,11.11370912,7.571020134,-0.395434389,1.467927561,259,74,0.594355367,0.936708861,4.598136268
ID2277,2277,366,222,1168.653153,281.1801802,0,0,0,8.406235467,1,,57141,57141,57141,57141,1.27E+07,0,0.943426816,Infinity,-0.28463181,0.047695823,11.79164835,5.99312445,-0.547133085,1.967529367,222,76,0.482987236,0.90797546,5.10078602
ID2407,2407,67,219,826.5799087,181.7077626,0,0,0,8.349243383,1,,50135,50135,50135,50135,1.10E+07,0,1,Infinity,0.19676919,-0.087353989,10.22153735,7.071859262,2.366448524,1.445381896,219,70,0.561639829,0.922105263,4.730161649
ID2535,2535,68,218,1158.775229,479.6743119,0,0,0,8.330159374,1,,32247,32247,32247,32247,7029846,0,0.97885794,Infinity,-0.033588759,-0.064571078,11.43756219,6.05128142,-0.947811154,1.890105813,218,74,0.500268224,0.914046122,5.011912415
ID2282,2282,306,223,670.67713,828.1793722,0,0,0,8.425147157,1,,22583,22583,22583,22583,5036009,0,1,Infinity,-0.038563297,0.023091499,10.83766807,6.568437559,0.665018498,1.649961346,223,72,0.540567254,0.927234927,4.821476617
ID2540,2540,71,288,290.6770833,721.7083333,0,0,0,9.57461473,1,,41722,41722,41722,41722,1.20E+07,0,0.994860749,Infinity,0.098172397,0.076701665,10.31910244,8.939921595,1.081163986,1.154272141,288,76,0.626578036,0.952066116,4.478342948
ID2157,2157,72,269,1097.717472,75.46840149,0,0,0,9.253397181,1,,6677,6677,6677,6677,1796113,0,0.669865854,Infinity,0.28977144,0.03903158,10.90818085,8.094486885,-1.566113265,1.347606216,269,76,0.585241291,0.932409012,4.633801782
ID2286,2286,73,121,299.7024793,522.1404959,0,0,0,6.206085419,1,,43321,43321,43321,43321,5241841,0,0.99969481,Infinity,0.041863649,-0.011281252,6.685554992,5.878380193,0.999358872,1.137312452,121,50,0.608212338,0.920152091,4.545454545
ID8047,8047,25,-1,1090.166667,166.1666667,0,0,0,5,1,,6346.525773,6917,0,6917,615613,1912.653453,0.336770722,1.671887914,0,0,5,5,0,1,78.53981634,31.41592654,1,1,3.544907702
