Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID3073,3073,0,336,514.3482143,195.3779762,0,0,0,10.34176589,1,,98,98,98,98,32928,0,0.964326195,Infinity,-0.023276033,-0.051869661,12.27982499,8.827481585,2.094722626,1.391090412,336,84,0.598398601,0.946478873,4.582575695
ID3077,3077,1,182,953.7967033,388.2967033,0,0,0,7.611333608,1,,98,98,98,98,17836,0,0.925717987,Infinity,-0.085002215,0.00524387,8.434131762,6.89060189,2.282574945,1.224005086,182,62,0.594973843,0.926208651,4.595745763
ID3080,3080,2,244,319.8934426,445.0286885,0,0,0,8.812923024,1,,98,98,98,98,23912,0,0.546901281,Infinity,-0.108870377,-0.008085409,9.255761323,8.474440028,-0.513526869,1.092197395,244,72,0.591472691,0.933078394,4.609327678
ID3085,3085,1916,132,995.030303,246.8106061,0,0,0,6.482044814,1,,99,99,99,99,13068,0,0.662736449,Infinity,0.046657116,0.0371529,7.136488802,6.072454473,-0.638161205,1.175223105,132,52,0.613447086,0.926315789,4.526019055
ID3088,3088,1918,230,885.4434783,806.4869565,0,0,0,8.556358678,1,,99,99,99,99,22770,0,0.897262842,Infinity,0.010203211,0.114031285,11.79121156,6.39385466,1.390055601,1.844147575,230,72,0.557535733,0.923694779,4.747539408
ID3093,3093,,130,1273.953846,966.3769231,0,0,0,6.432750983,1,,99,99,99,99,12870,0,0.67898765,Infinity,0.064544436,0.058021744,7.155467733,5.799064956,-1.086972377,1.233900256,130,60,0.453785606,0.875420875,5.262348116
ID3096,3096,6,198,711.7222222,350.7777778,0,0,0,7.938851143,1,,100,100,100,100,19800,0,0.538820238,Infinity,0.05393423,0.004237535,8.182881573,7.898966511,-0.782798932,1.035943318,198,68,0.538092859,0.908256881,4.832549571
ID3101,3101,1921,287,1125.996516,842.28223,0,0,0,9.55797768,1,,100,100,100,100,28700,0,0.398328827,Infinity,0.083566779,-0.083139078,12.75187954,7.015817841,-0.509747494,1.817589884,287,86,0.487634987,0.921348315,5.07641949
ID3105,3105,8,264,1320.481061,995.8143939,0,0,0,9.166995688,1,,100,100,100,100,26400,0,0.505460144,Infinity,-0.120729839,-0.436670977,11.51170746,7.389303629,0.719111194,1.557888001,264,88,0.428398998,0.835443038,5.416025603
ID3108,3108,1926,154,1196.077922,397.6753247,0,0,0,7.001408606,1,,101,101,101,101,15554,0,0.823268536,Infinity,-0.048795021,0.028279619,7.509484347,6.556779801,2.444232669,1.145300677,154,58,0.575273803,0.916666667,4.673773191
ID3110,3110,10,231,983.8744589,348.2900433,0,0,0,8.574939283,1,,102,102,102,102,23562,0,0.746605552,Infinity,-0.133308983,-0.031520158,10.11141725,7.361730811,0.583863579,1.373510865,231,74,0.530100733,0.920318725,4.868842543
ID3113,3113,11,140,568.3142857,965.3642857,0,0,0,6.675581178,1,,102,102,102,102,14280,0,0.610465772,Infinity,0.095760043,-0.10380769,7.384701691,6.390708381,1.070712179,1.155537266,140,56,0.560998688,0.886075949,4.732863826
ID3117,3117,12,207,244.821256,910.0241546,0,0,0,8.11727457,1,,103,103,103,103,21321,0,0.644229657,Infinity,-0.139248725,-0.103457898,9.980747303,6.825962649,0.256590363,1.462174321,207,66,0.59716224,0.936651584,4.587317109
ID3120,3120,13,142,1203.809859,412.2183099,0,0,0,6.723094811,1,,104,104,104,104,14768,0,0.349805773,Infinity,0.246232981,-0.009141333,7.65113474,6.178079769,-0.266418188,1.238432495,142,56,0.569012955,0.916129032,4.699415606
ID3123,3123,14,240,349.675,473.9083333,0,0,0,8.740387445,1,,104,104,104,104,24960,0,0.740909514,Infinity,0.012689771,-0.019972274,9.853251195,7.872648273,1.503671798,1.251580263,240,70,0.615495704,0.939334638,4.518480571
ID3126,3126,15,253,899.0869565,664.3913043,0,0,0,8.973984689,1,,104,104,104,104,26312,0,0.705304773,Infinity,0.09699213,0.009020433,9.246213113,8.988400125,0.33242993,1.028682856,253,70,0.648835054,0.947565543,4.400862294
ID3130,3130,1932,197,994.3248731,285.5177665,0,0,0,7.918778162,1,,105,105,105,105,20685,0,0.59048095,Infinity,0.029518034,0.104671103,10.37491267,6.075583455,2.398987376,1.70764055,197,68,0.535375219,0.920560748,4.844799399
ID3133,3133,17,315,1148.501587,437.8444444,0,0,0,10.01337177,1,,105,105,105,105,33075,0,0.898334593,Infinity,0.07376505,-0.07761626,13.72430241,7.475213008,2.98437762,1.83597476,315,82,0.588698207,0.948795181,4.620176593
ID3137,3137,18,236,996.4872881,552.0211864,0,0,0,8.667244841,1,,105,105,105,105,24780,0,0.920210774,Infinity,5.18E-04,-0.048644832,9.458984405,8.036165905,0.278310659,1.177051907,236,72,0.572080144,0.923679061,4.686800795
ID3141,3141,19,210,1241.190476,831.6571429,0,0,0,8.175883811,1,,105,105,105,105,22050,0,0.809998085,Infinity,-0.20269233,0.008521923,8.686464727,8.114184404,3.08502114,1.070528385,210,64,0.644271931,0.941704036,4.41641958
ID3145,3145,20,300,592.4166667,945.9833333,0,0,0,9.772050238,1,,105,105,105,105,31500,0,0.78450034,Infinity,0.104035196,0.069307556,15.19492687,6.256899868,1.174097651,2.428507279,300,92,0.445405386,0.911854103,5.311622477
ID3147,3147,21,195,984.2615385,260.7282051,0,0,0,7.878478775,1,,106,106,106,106,20670,0,0.370250472,Infinity,0.075488857,0.211942895,10.18661611,6.304818692,0.026932241,1.615687398,195,66,0.562544139,0.935251799,4.726358169
ID3152,3152,22,202,1134.341584,805.3960396,0,0,0,8.018640596,1,,106,106,106,106,21412,0,0.675758169,Infinity,3.09E-04,-0.09457126,8.940827602,7.263146141,2.273456203,1.230985503,202,66,0.582738031,0.928735632,4.643743795
ID3154,3154,23,142,579.971831,953.7957746,0,0,0,6.723094811,1,,106,106,106,106,15052,0,0.374423595,Infinity,0.506693283,0.065469574,8.27379148,6.052630898,0.850076445,1.366974398,142,56,0.569012955,0.922077922,4.699415606
ID3157,3157,24,195,668.4051282,270.5846154,0,0,0,7.878478775,1,,107,107,107,107,20865,0,1,Infinity,0.011974769,0.037217882,8.31554608,7.592694741,1.185431981,1.09520353,195,64,0.598252507,0.924170616,4.583135194
ID3161,3161,25,359,1156.844011,301.2506964,0,0,0,10.68986666,1,,107,107,107,107,38413,0,1,Infinity,0.315577037,0.317454943,15.04159299,7.461872004,0.629465235,2.015793487,359,102,0.433614672,0.861944778,5.383354102
ID3164,3164,26,167,1048.916168,684.3652695,0,0,0,7.290936222,1,,107,107,107,107,17869,0,0.80677452,Infinity,-0.026325661,-0.065125036,7.493827517,7.201760247,0.973748387,1.040554984,167,60,0.58293997,0.920110193,4.642939395
ID3167,3167,1943,291,1208.972509,441.9931271,0,0,0,9.624353323,1,,108,108,108,108,31428,0,0.113796647,Infinity,-0.215921651,-0.068255316,15.45619484,5.825458062,0.474773516,2.653215366,291,98,0.380759459,0.822033898,5.744861741
ID3171,3171,28,210,187.0809524,32.24285714,0,0,0,8.175883811,1,,109,109,109,109,22890,0,0.710847576,Infinity,-0.047262631,0.090349378,9.974275652,6.949087587,1.330282163,1.43533601,210,66,0.605816765,0.933333333,4.554432692
ID3175,3175,29,352,813.0454545,140.9488636,0,0,0,10.58513486,1,,109,109,109,109,38368,0,0.947960298,Infinity,-0.278481488,-0.027525823,15.32380147,7.291255982,0.382409921,2.101668287,352,94,0.500606887,0.916666667,5.010216834
ID3178,3178,1949,159,1254.213836,408.0440252,0,0,0,7.114159958,1,,110,110,110,110,17490,0,0.362786349,Infinity,0.038711565,-0.454918332,8.228753589,6.573507935,0.301059491,1.251805531,159,58,0.593951524,0.935294118,4.599699197
ID3182,3182,31,230,1294.186957,516.8478261,0,0,0,8.556358678,1,,110,110,110,110,25300,0,0.909097769,Infinity,-0.031835514,-0.143044729,10.08190923,7.298545879,-0.097998461,1.381358615,230,72,0.557535733,0.927419355,4.747539408
ID3186,3186,32,274,1172.193431,519.419708,0,0,0,9.338999348,1,,110,110,110,110,30140,0,0.401501941,Infinity,-0.101827508,0.013908325,14.05704089,6.624670589,1.762051408,2.121923,274,84,0.487979811,0.907284768,5.074625584
ID3190,3190,33,280,1185.496429,840.8607143,0,0,0,9.440697439,1,,110,110,110,110,30800,0,0.949264279,Infinity,-0.019022829,-0.101635238,12.0374175,7.489713803,0.76218733,1.607193254,280,80,0.549778714,0.934891486,4.780914437
ID3193,3193,34,182,910.7967033,245.8626374,0,0,0,7.611333608,1,,111,111,111,111,20202,0,0.659710812,Infinity,-0.023023778,-0.046004753,8.055543079,7.378764508,-1.060023323,1.091719768,182,60,0.635299848,0.928571429,4.4474959
ID3195,3195,35,154,309.3246753,548.8311688,0,0,0,7.001408606,1,,111,111,111,111,17094,0,0.824884793,Infinity,-0.137380246,0.019491301,8.235423069,6.211740866,1.162830008,1.325783423,154,56,0.617098557,0.927710843,4.512608599
ID3199,3199,1961,191,381.9528796,972.0471204,0,0,0,7.797255175,1,,111,111,111,111,21201,0,0.516433212,Infinity,-0.031706493,0.050103726,9.899852926,6.192894887,1.395722795,1.598582425,191,66,0.551004772,0.918269231,4.775592395
ID3204,3204,37,255,1165.878431,456.9215686,0,0,0,9.009385161,1,,112,112,112,112,28560,0,0.87170273,Infinity,0.120297184,-0.253782029,12.40221815,6.460649876,-1.074102141,1.919654894,255,82,0.476565215,0.91561939,5.135039187
ID3206,3206,1962,220,626.9181818,935.9363636,0,0,0,8.368283872,1,,112,112,112,112,24640,0,0.886243589,Infinity,-0.003868516,0.020154564,10.1636688,6.973126809,2.278059916,1.457548253,220,70,0.564204395,0.926315789,4.719399037
ID3209,3209,39,186,268.4784946,720.516129,0,0,0,7.694520052,1,,113,113,113,113,21018,0,0.504401976,Infinity,0.053261315,0.190822072,8.949541612,6.823398666,0.26049761,1.311595885,186,64,0.570640853,0.911764706,4.692707681
ID3212,3212,,264,1260.261364,320.9166667,0,0,0,9.166995688,1,,114,114,114,114,30096,0,0.865011413,Infinity,-0.033484181,0.017541904,9.71359132,8.864701206,0.418319239,1.095760714,264,74,0.605829409,0.931216931,4.554385166
ID3217,3217,1965,411,190.0145985,243.3576642,0,0,0,11.43789155,1,,115,115,115,115,47265,0,0.406640609,Infinity,-0.038426485,0.161796236,16.21929168,8.14952642,1.047879165,1.990212786,411,102,0.496422369,0.920492721,5.031288961
ID3219,3219,1966,304,726.1052632,318.4046053,0,0,0,9.836981519,1,,115,115,115,115,34960,0,0.579315901,Infinity,-0.09567258,0.012646216,13.32528494,7.640058598,1.723561812,1.744133867,304,82,0.568140492,0.925418569,4.703022544
ID3222,3222,42,276,744.4927536,372.8405797,0,0,0,9.373021316,1,,115,115,115,115,31740,0,0.654561251,Infinity,0.036274677,-0.034483006,12.3545598,7.156355173,2.879430536,1.726375997,276,78,0.57007204,0.93877551,4.69504827
ID3226,3226,1967,176,226.7727273,965.1761364,0,0,0,7.484820637,1,,115,115,115,115,20240,0,0.951407636,Infinity,0.083583395,0.027840757,7.795795976,7.306073866,1.604735297,1.06702945,176,64,0.539961237,0.909560724,4.824181513
ID3229,3229,44,185,725.2810811,362.6918919,0,0,0,7.673807982,1,,116,116,116,116,21460,0,0.762362957,Infinity,-0.097198828,0.059164927,8.596863214,7.037828929,-0.325228715,1.221522049,185,62,0.604781104,0.925,4.558330657
ID3233,3233,45,187,1032.871658,678.3957219,0,0,0,7.715176519,1,,117,117,117,117,21879,0,0.72271069,Infinity,-0.017414841,-0.007045821,8.396863686,7.166709585,0.333307715,1.171648382,187,66,0.539465405,0.912195122,4.826397999
ID3237,3237,46,279,904.7275986,806.8207885,0,0,0,9.423823971,1,,117,117,117,117,32643,0,0.679944419,Infinity,0.181346236,0.401377889,12.97740928,6.771824021,0.876694533,1.916383125,279,86,0.474042374,0.904376013,5.148685325
ID3240,3240,47,146,1259.294521,505.260274,0,0,0,6.817128676,1,,118,118,118,118,17228,0,0.592310181,Infinity,-0.015267674,-0.040487386,6.99062314,6.607562552,2.179273898,1.057973055,146,58,0.54538945,0.915360502,4.800114154
ID3243,3243,1970,174,779.0402299,661.183908,0,0,0,7.442171739,1,,118,118,118,118,20532,0,0.345213916,Infinity,0.088477957,0.020175613,7.724908234,7.188448458,-0.580131981,1.074628034,174,62,0.568821146,0.908616188,4.70020787
ID3246,3246,49,181,1312.314917,832.3646409,0,0,0,7.590394548,1,,118,118,118,118,21358,0,0.233972075,Infinity,0.001502297,0.086144672,8.024446751,7.317643827,-1.130795617,1.096588867,181,64,0.555301045,0.905,4.757082536
ID3250,3250,1971,307,1101.452769,947.6807818,0,0,0,9.885400096,1,,118,118,118,118,36226,0,1,Infinity,0.007697032,-0.074710657,11.96070828,8.330721489,-0.2249502,1.435734984,307,82,0.573747141,0.933130699,4.679987193
ID3255,3255,1974,135,1239.977778,434.2592593,0,0,0,6.555290584,1,,119,119,119,119,16065,0,0.533066132,Infinity,-0.013056312,0.071354385,6.812930902,6.411937434,0.155962358,1.062538581,135,52,0.627389065,0.931034483,4.475447422
ID3258,3258,1976,299,380.361204,523.7458194,0,0,0,9.755749893,1,,119,119,119,119,35581,0,0.789518684,Infinity,0.129226596,0.083368732,13.65533224,7.01782444,0.390850361,1.945807046,299,86,0.508023907,0.906060606,4.973508415
ID3261,3261,54,247,297.3765182,870.7894737,0,0,0,8.866935315,1,,119,119,119,119,29393,0,0.872424008,Infinity,-0.060224879,0.062736643,13.95585073,5.52318482,0.307237705,2.526775979,247,86,0.419671923,0.888489209,5.472048962
ID3265,3265,55,311,199.0289389,265.5916399,0,0,0,9.94959168,1,,120,120,120,120,37320,0,0.981803377,Infinity,0.025908101,-0.089439971,14.78871722,6.811594306,-0.300698354,2.171109517,311,90,0.482486575,0.892395983,5.103431794
ID3268,3268,1978,223,161.8251121,711.8609865,0,0,0,8.425147157,1,,120,120,120,120,26760,0,0.720752776,Infinity,-0.019436421,-0.070313684,8.995268416,7.941305191,-0.991905924,1.132719144,223,68,0.606033877,0.938947368,4.553616805
ID3271,3271,1980,157,1299.11465,987.3312102,0,0,0,7.06927522,1,,120,120,120,120,18840,0,0.212784448,Infinity,0.061384881,-0.002378543,7.556310538,6.624635581,-0.575573672,1.140637918,157,58,0.586480436,0.923529412,4.62890393
