Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2434,2434,298,177,385.0451977,73.83615819,0,0,0,7.506054213,1,,45224,45224,45224,45224,8004648,0,0.953192567,Infinity,0.018454827,-0.045433621,7.794812914,7.282520719,-0.484519936,1.07034545,177,60,0.617846555,0.934036939,4.509876168
ID6916,6916,4,-1,164.8333333,419.5,0,0,0,5,1,,7422,7422,7422,7422,719934,0,0.326732673,Infinity,0,0,5,5,0,1,78.53981634,31.41592654,1,1,3.544907702
ID2437,2437,,67,72.28358209,2.611940299,0,0,0,4.618090772,1,,7466,7466,7466,7466,500222,0,0.432511405,Infinity,0.261981047,-0.818362519,6.567582314,4.321242372,-0.387536687,1.5198366,67,40,0.526216769,0.887417219,4.886777774
ID6921,6921,321,-1,172.8333333,434.1666667,0,0,0,5,1,,7345.484536,7422,0,7422,712512,753.5899238,0.29309175,4.418650121,0,0,5,5,0,1,78.53981634,31.41592654,1,1,3.544907702
ID2314,2314,28,69,414.8115942,793.1449275,0,0,0,4.686510658,1,,9877,9877,9877,9877,681513,0,1,Infinity,-0.081898971,0.105909431,5.472175441,4.378191899,0.930402232,1.249871081,69,36,0.66904288,0.945205479,4.333890711
ID2446,2446,48,249,59.53815261,697.0481928,0,0,0,8.902761463,1,,26155,26155,26155,26155,6512595,0,0.901026165,Infinity,0.297991387,-0.035742345,10.45502649,7.939750269,1.41864018,1.316795382,249,72,0.603593033,0.941398866,4.562814604
ID2319,2319,29,265,370.4981132,599.0867925,0,0,0,9.184341013,1,,25495,25495,25495,25495,6756175,0,0.992253825,Infinity,-0.090921622,-0.078348926,13.41705057,6.362107928,-0.25449104,2.108900183,265,82,0.495254047,0.913793103,5.037219958
ID2835,2835,91,178,530.1685393,136.9775281,0,0,0,7.527227892,1,,14162,14162,14162,14162,2520836,0,0.951348074,Infinity,0.037741271,-0.015316238,7.747925554,7.389863,-0.998610677,1.048453206,178,60,0.621337214,0.929503916,4.497190134
ID2455,2455,49,177,620.0847458,914.1073446,0,0,0,7.506054213,1,,30635,30635,30635,30635,5422395,0,0.900186833,Infinity,-0.022473472,-0.125738203,8.950409927,6.320408097,0.969678315,1.416112661,177,66,0.510616988,0.914728682,4.960863785
ID2328,2328,30,80,118.3,81.65,0,0,0,5.046265044,1,,62744,62744,62744,62744,5019520,0,0.889000924,Infinity,-0.084685162,-2.62E-04,5.287814796,4.928830791,0.057834846,1.072833502,80,42,0.569903429,0.903954802,4.695742753
