Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2049,2049,0,157,549.5350318,6.439490446,0,0,0,7.06927522,1,,9244,9244,9244,9244,1451308,0,0.172016001,Infinity,-0.003092642,-0.019159874,7.549196081,6.750813135,1.01746505,1.118264708,157,56,0.629119957,0.937313433,4.469286553
ID3074,3074,1,157,154.1019108,126.1210191,0,0,0,7.06927522,1,,16841,16841,16841,16841,2644037,0,0.304362111,Infinity,0.00761123,0.03225081,8.559942376,5.873810365,0.724639419,1.45730656,157,62,0.513246667,0.897142857,4.948138684
ID3079,3079,2026,259,247.9150579,960.027027,0,0,0,9.079772052,1,,52683,52683,52683,52683,1.36E+07,0,0.946416256,Infinity,-0.0280319,-0.037806989,9.807617362,8.488466474,0.160901146,1.155405089,259,72,0.627833717,0.945255474,4.473862315
ID2060,2060,,163,634.3496933,568.0490798,0,0,0,7.20309041,1,,54305,54305,54305,54305,8851715,0,0.956458771,Infinity,-0.578745375,-0.063415985,8.303913572,6.889609216,0.815612339,1.20528078,163,62,0.532861189,0.915730337,4.85621479
ID3085,3085,4,240,140.6291667,191.625,0,0,0,8.740387445,1,,12753,12753,12753,12753,3060720,0,0.70911204,Infinity,-0.025418954,-0.098132461,11.81857286,6.400492979,1.399835937,1.846509777,240,76,0.522148363,0.921305182,4.905778905
ID2066,2066,5,288,634.0868056,452.7673611,0,0,0,9.57461473,1,,33826,33826,33826,33826,9741888,0,0.907988162,Infinity,0.017231784,-0.010165172,10.21419092,9.029602341,0.901687357,1.131189452,288,78,0.594857781,0.938110749,4.596194078
ID3090,3090,6,250,830.84,619.66,0,0,0,8.920620581,1,,39378,39378,39378,39378,9844500,0,0.8480886,Infinity,-0.022684971,0.02927484,10.48791725,7.623156205,0.325689089,1.375797237,250,74,0.573702092,0.932835821,4.680170937
ID3095,3095,7,158,101.3987342,40.13924051,0,0,0,7.091753099,1,,51666,51666,51666,51666,8163228,0,0.836417552,Infinity,-0.116344664,-0.003747946,7.908332485,6.49083062,1.144720001,1.21838528,158,60,0.551524044,0.908045977,4.773343705
ID2072,2072,8,244,964.0081967,385.9385246,0,0,0,8.812923024,1,,52263,52263,52263,52263,1.28E+07,0,0.93263043,Infinity,-0.007513065,0.075175599,9.814455283,8.152941648,2.317789011,1.203793147,244,72,0.591472691,0.942084942,4.609327678
ID3099,3099,2050,120,949.85,864.0333333,0,0,0,6.180387232,1,,19925,19925,19925,19925,2391000,0,0.393618014,Infinity,-0.007556547,-0.003250121,6.718466825,5.768047734,0.676063027,1.164773097,120,52,0.557679169,0.892193309,4.746928832
