Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID3074,3074,262,68,801.0735294,867.2205882,0,0,0,4.652426492,1,,55533,55533,55533,55533,3776244,0,0.94581643,Infinity,0.071370708,0.176817383,5.085702428,4.559195806,1.106074035,1.115482345,68,36,0.659346606,0.931506849,4.365641251
ID3587,3587,,200,170.74,431.03,0,0,0,7.978845608,1,,28030,28030,28030,28030,5606000,0,0.702718751,Infinity,0.12599988,0.059443162,9.088738183,7.270987609,1.453348142,1.250000505,200,62,0.65381741,0.950118765,4.384062043
ID3080,3080,148,163,842.1779141,130.8650307,0,0,0,7.20309041,1,,49393,49393,49393,49393,8051059,0,0.920498482,Infinity,0.006105638,-0.040786285,8.55434737,6.097313237,2.299323045,1.40296997,163,60,0.568977336,0.926136364,4.6995627
ID3593,3593,944,258,820.5155039,376.1589147,0,0,0,9.062226583,1,,32126,32126,32126,32126,8288508,0,0.988943658,Infinity,0.007005386,0.078677828,9.531500135,8.922487631,0.22944985,1.068255909,258,72,0.625409649,0.941605839,4.482524206
ID3600,3600,12,207,7.884057971,733.9227053,0,0,0,8.11727457,1,,9089,9089,9089,9089,1881423,0,0.727399166,Infinity,-0.728191289,-0.394666103,10.93360002,6.703564184,0.446005936,1.631012954,207,68,0.562551626,0.924107143,4.726326719
ID3091,3091,7,267,401.7865169,564.1385768,0,0,0,9.218933757,1,,34034,34034,34034,34034,9087078,0,0.809310432,Infinity,0.023310428,0.176206492,13.74882083,6.180978929,1.338542253,2.224375943,267,86,0.453653455,0.892976589,5.263114528
ID3607,3607,961,211,809.8104265,729.1611374,0,0,0,8.195327082,1,,51079,51079,51079,51079,1.08E+07,0,0.832862873,Infinity,-0.017234432,0.092192712,10.31978879,6.646551217,1.980205708,1.552653165,211,70,0.541123306,0.92139738,4.818998736
ID3099,3099,156,206,748.8203883,435.7330097,0,0,0,8.097643889,1,,33527,33527,33527,33527,6906562,0,1,Infinity,0.067776591,-0.022551135,11.55674871,5.749087524,2.799814184,2.01018834,206,70,0.528300479,0.915555556,4.8771311
ID3613,3613,15,117,204.3675214,699.8803419,0,0,0,6.102643418,1,,41353,41353,41353,41353,4838301,0,1,Infinity,0.017843129,-0.024867513,6.421259696,5.981349211,-0.041200032,1.073547032,117,50,0.588106145,0.906976744,4.622501635
ID3616,3616,16,194,1048.453608,137.2886598,0,0,0,7.858251582,1,,37263,37263,37263,37263,7229022,0,1,Infinity,0.047909911,-0.139136836,8.803856809,7.376635004,0.250790094,1.193478707,194,62,0.634202887,0.939467312,4.451340583
ID3105,3105,,139,1353.755396,407.2517986,0,0,0,6.65169709,1,,21243,21243,21243,21243,2952777,0,0.838027255,Infinity,0.096890345,0.420224227,8.030315472,6.238584827,1.541945323,1.287201456,139,52,0.645978371,0.932885906,4.410582434
ID3109,3109,158,135,1246.755556,194.037037,0,0,0,6.555290584,1,,7420,7420,7420,7420,1001700,0,1,Infinity,-0.090461006,-0.0614858,7.241471046,6.04863724,0.706362882,1.197207033,135,52,0.627389065,0.940766551,4.475447422
ID3622,3622,17,318,527.4119497,96.1509434,0,0,0,10.0609415,1,,15761,15761,15761,15761,5011998,0,1,Infinity,0.074405518,-0.003404393,12.80018407,7.988060034,1.301396476,1.602414606,318,84,0.566341533,0.9394387,4.710486094
ID3628,3628,966,277,944.5270758,643.3862816,0,0,0,9.389986074,1,,10132,10132,10132,10132,2806564,0,0.809222732,Infinity,-0.032088428,0.052690914,12.25648434,7.210016211,-1.521174292,1.699924658,277,84,0.493322656,0.920265781,5.047070852
ID3633,3633,21,191,827.2094241,465.3403141,0,0,0,7.797255175,1,,3989,3989,3989,3989,761899,0,1,Infinity,0.035704327,0.004458247,8.467005657,7.362195403,0.965871438,1.150065326,191,62,0.624395626,0.93398533,4.486162553
ID3639,3639,22,171,232.5146199,694,0,0,0,7.377736139,1,,15253,15253,15253,15253,2608263,0,1,Infinity,0.009239449,-0.008154672,7.743053436,7.216621703,-0.837588217,1.072947115,171,58,0.638778054,0.94214876,4.435370855
ID3128,3128,164,251,1244.816733,240.0438247,0,0,0,8.938444016,1,,42750,42750,42750,42750,1.07E+07,0,0.855831698,Infinity,0.153147742,-0.028053112,10.04930463,8.147075375,-1.439210479,1.233486149,251,72,0.60844117,0.936567164,4.544599702
ID3133,3133,23,310,844.1483871,826.2451613,0,0,0,9.933582673,1,,25343,25343,25343,25343,7856330,0,0.75707426,Infinity,0.130745545,9.19E-05,14.76185618,6.906887121,2.880810146,2.137266169,310,88,0.503044278,0.925373134,4.998064141
ID3647,3647,24,89,462.494382,377.5393258,0,0,0,5.322553886,1,,26008,26008,26008,26008,2314712,0,1,Infinity,0.144841805,0.028690737,6.58123674,5.067208888,3.066689169,1.298789311,89,40,0.699004365,0.946808511,4.23999152
