Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2560,2560,0,188,1058.93617,703.3138298,0,0,0,7.735777828,1,,52094,52094,52094,52094,9793672,0,1,Infinity,0.062420838,0.107684168,10.93490012,5.474192151,0.602558654,1.997536773,188,70,0.482138301,0.90821256,5.105274702
ID2562,2562,1,230,751.1826087,623.3652174,0,0,0,8.556358678,1,,18815,18815,18815,18815,4327450,0,1,Infinity,0.064459241,-0.031303639,11.83376847,6.193966914,2.035415754,1.91053143,230,78,0.475060033,0.905511811,5.143167692
ID3075,3075,2,222,767.527027,867.6486486,0,0,0,8.406235467,1,,2303,2303,2303,2303,511266,0,1,Infinity,0.123645174,-0.095868734,11.68320257,6.338973539,-1.352533375,1.843074828,222,70,0.569333526,0.940677966,4.698092386
ID2824,2824,3,340,566.8676471,175.0588235,0,0,0,10.4031419,1,,5053,5053,5053,5053,1718020,0,1,Infinity,-0.002741368,0.00419075,13.35035743,8.073921639,0.468297879,1.653515853,340,88,0.551725983,0.939226519,4.772470072
ID3080,3080,,155,262.8645161,524.3677419,0,0,0,7.024103669,1,,28415,28415,28415,28415,4404325,0,1,Infinity,0.119363219,-0.001643986,8.583597114,5.913502971,1.167714603,1.451524952,155,58,0.579009348,0.914454277,4.658672108
ID2826,2826,2797,282,562.0141844,54.70567376,0,0,0,9.474354221,1,,9663,9663,9663,9663,2724966,0,0.970853901,Infinity,0.035782099,-0.003073494,11.42994016,7.792068099,1.969559877,1.466868617,282,80,0.553705705,0.93843594,4.763930673
ID2571,2571,5,171,300.8654971,239.6315789,0,0,0,7.377736139,1,,47231,47231,47231,47231,8076501,0,1,Infinity,-0.039096283,0.114901406,8.884755249,6.35654337,0.131790014,1.397733758,171,58,0.638778054,0.947368421,4.435370855
ID2828,2828,7,131,230.9847328,178.3435115,0,0,0,6.457444935,1,,12224,12224,12224,12224,1601344,0,0.627643463,Infinity,-0.018755891,-0.22343463,7.001726066,6.209815775,0.948677134,1.127525569,131,52,0.60879976,0.935714286,4.543261095
ID2830,2830,2824,162,201.9382716,597.6666667,0,0,0,7.180961047,1,,30146,30146,30146,30146,4883652,0,1,Infinity,-0.043123098,-0.059935747,9.065367973,5.852232986,0.173035547,1.54904427,162,58,0.605158157,0.931034483,4.556910368
ID2831,2831,9,190,843.0263158,640.6,0,0,0,7.776816725,1,,17605,17605,17605,17605,3344950,0,1,Infinity,-0.069316771,0.101685634,10.7904034,5.569746355,-0.631221401,1.93732402,190,70,0.487267432,0.913461538,5.078333751
ID2578,2578,10,245,1103.677551,974.8367347,0,0,0,8.830963827,1,,34433,34433,34433,34433,8436085,0,1,Infinity,0.260430346,0.040544237,14.10877876,5.75974846,1.402165322,2.449547728,245,82,0.457876383,0.889292196,5.238787833
ID2834,2834,11,164,367.9085366,539.5609756,0,0,0,7.225151994,1,,26055,26055,26055,26055,4273020,0,0.970487556,Infinity,-0.047903779,0.015574478,10.08532689,5.257814131,-0.567241071,1.918159645,164,68,0.445693075,0.896174863,5.309907904
ID2325,2325,12,85,1079.694118,742.1294118,0,0,0,5.201570948,1,,27940,27940,27940,27940,2374900,0,1,Infinity,0.011458822,0.057386483,5.572437447,4.940660837,1.347983768,1.127872896,85,42,0.605522394,0.918918919,4.555539614
ID2581,2581,13,210,776.6809524,548.7333333,0,0,0,8.175883811,1,,20866,20866,20866,20866,4381860,0,0.853299065,Infinity,0.019408479,0.079786499,10.62402862,6.533396256,-0.108216483,1.626111169,210,68,0.570704548,0.923076923,4.692445804
ID2837,2837,14,173,991.3988439,214.734104,0,0,0,7.420755373,1,,21195,21195,21195,21195,3666735,0,1,Infinity,-0.039321147,-0.012976258,9.000336815,6.118422304,2.51189454,1.47102249,173,62,0.565552059,0.932614555,4.713772712
ID2841,2841,15,233,1010.334764,444.1502146,0,0,0,8.61198023,1,,21709,21709,21709,21709,5058197,0,1,Infinity,-0.056093331,0.118798024,12.85969961,5.812101628,-1.116993804,2.212573082,233,80,0.45749443,0.8996139,5.240974257
ID2337,2337,2849,155,101.916129,837.1741935,0,0,0,7.024103669,1,,54823,54823,54823,54823,8497565,0,1,Infinity,-0.054266766,-0.057833016,9.238638444,5.43424535,1.423725625,1.700077536,155,60,0.541052068,0.922619048,4.819315973
ID2599,2599,17,171,1291.614035,786.5847953,0,0,0,7.377736139,1,,15747,15747,15747,15747,2692737,0,0.928588234,Infinity,0.058210957,-0.212945935,8.881926765,6.413688287,-1.469877207,1.38483917,171,60,0.596902604,0.921832884,4.588314677
ID2345,2345,2855,243,217.4115226,404.8436214,0,0,0,8.794845214,1,,60967,60967,60967,60967,1.48E+07,0,0.860063765,Infinity,-0.105326759,0.267594908,12.96602066,5.869569142,-1.148169107,2.209024265,243,84,0.432770417,0.878842676,5.388602512
ID2604,2604,2864,223,152.470852,374.4439462,0,0,0,8.425147157,1,,24707,24707,24707,24707,5509661,0,1,Infinity,-0.011756999,-0.029943402,9.853844446,7.279010376,2.507046183,1.353734084,223,68,0.606033877,0.94092827,4.553616805
ID2349,2349,20,228,505.7324561,312.9692982,0,0,0,8.519075892,1,,64039,64039,64039,64039,1.46E+07,0,1,Infinity,-0.055257045,0.028304139,8.686216274,8.445184945,-1.113745479,1.028540681,228,68,0.61962208,0.94214876,4.503410014
ID2864,2864,21,155,941.5419355,754.5870968,0,0,0,7.024103669,1,,18126,18126,18126,18126,2809530,0,1,Infinity,0.023578718,0.009662765,8.301668299,6.065042276,3.089772807,1.368773361,155,56,0.62110569,0.930930931,4.498028242
ID2354,2354,,170,488.3,102.3588235,0,0,0,7.35613218,1,,10284,10284,10284,10284,1748280,0,1,Infinity,-0.026446181,-0.081733405,9.073265346,6.098209502,2.089326896,1.487857271,170,60,0.593411946,0.931506849,4.601789933
ID2870,2870,23,190,758.4315789,555.2421053,0,0,0,7.776816725,1,,13007,13007,13007,13007,2471330,0,0.934660877,Infinity,0.038109553,-0.052518031,10.31580324,5.832715044,1.141944981,1.768610872,190,68,0.516351734,0.924574209,4.933238501
ID2359,2359,24,333,1081.783784,48.12312312,0,0,0,10.29549378,1,,6957,6957,6957,6957,2316681,0,1,Infinity,0.075423891,0.027390567,10.92105718,9.81095476,1.012222339,1.113149275,333,82,0.622338104,0.946022727,4.49357232
ID2364,2364,,97,924.2680412,985.443299,0,0,0,5.556622982,1,,12590,12590,12590,12590,1221230,0,1,Infinity,-0.120657999,0.026224181,6.412377558,4.952508687,0.128415616,1.294773611,97,44,0.62961671,0.923809524,4.467523127
ID2877,2877,2943,196,563.25,112.7806122,0,0,0,7.89865417,1,,29647,29647,29647,29647,5810812,0,1,Infinity,0.002708402,-0.0068105,10.54850449,5.874334494,0.701405736,1.795693538,196,70,0.502654825,0.924528302,5
