Spot.ID,Frame,Area,Quality,Source.spot.ID,IF_Divided,Time,generation_count,track
3328,0,0.798768,192,NA,N,0,0,1
3012,1,0.8237295,198,3328,N,1.66666666666667,0,1
3176,2,0.898614,216,3012,N,3.33333333333333,0,1
3041,3,0.91941525,221,3176,N,5,0,1
3104,4,0.981819,236,3041,N,6.66666666666667,0,1
3374,5,0.898614,216,3104,N,8.33333333333333,0,1
2977,6,0.865332,208,3374,N,10,0,1
3098,7,0.83205,200,2977,N,11.6666666666667,0,1
4210,8,0.98597925,237,3098,N,13.3333333333333,0,1
3981,9,1.015101,244,4210,N,15,0,1
4227,10,1.05254325,253,3981,N,16.6666666666667,0,1
4561,11,1.11078675,267,4227,N,18.3333333333333,0,1
4215,12,1.081665,260,4561,N,20,0,1
4672,13,1.25223525,301,4215,N,21.6666666666667,0,1
5026,14,1.36872225,329,4672,N,23.3333333333333,0,1
4920,15,1.36040175,327,5026,N,25,0,1
5422,16,1.40200425,337,4920,N,26.6666666666667,0,1
6459,17,1.34376075,323,5422,N,28.3333333333333,0,1
5512,18,1.3562415,326,6459,N,30,0,1
7156,19,1.22727375,295,5512,N,31.6666666666667,0,1
6624,20,0.53667225,129,7156,Y,33.3333333333333,1,1
5783,21,0.61987725,149,6624,N,35,1,1
6875,22,0.6739605,162,5783,N,36.6666666666667,1,1
6884,23,0.62819775,151,6875,N,38.3333333333333,1,1
8217,24,0.69476175,167,6884,N,40,1,1
9375,25,0.71140275,171,8217,N,41.6666666666667,1,1
8690,26,0.76132575,183,9375,N,43.3333333333333,1,1
8997,27,0.7571655,182,8690,N,45,1,1
8420,28,0.77796675,187,8997,N,46.6666666666667,1,1
9306,29,0.87781275,211,8420,N,48.3333333333333,1,1
8704,31,0.881973,212,9306,N,51.6666666666667,1,1
12152,32,1.0733445,258,8704,N,53.3333333333333,1,1
9990,33,0.9901395,238,12152,N,55,1,1
10413,34,1.05254325,253,9990,N,56.6666666666667,1,1
11334,35,1.148229,276,10413,N,58.3333333333333,1,1
10136,36,1.1399085,274,11334,N,60,1,1
13108,37,0.65315925,157,10136,Y,61.6666666666667,2,1
12129,38,0.60323625,145,13108,N,63.3333333333333,2,1
11327,39,0.66147975,159,12129,N,65,2,1
13614,40,0.61987725,149,11327,N,66.6666666666667,2,1
13609,41,0.599076,144,13614,N,68.3333333333333,2,1
14670,42,0.66980025,161,13609,N,70,2,1
14655,43,0.70308225,169,14670,N,71.6666666666667,2,1
16138,44,0.8570115,206,14655,N,73.3333333333333,2,1
15780,45,1.02758175,247,16138,N,75,2,1
17708,46,1.0733445,258,15780,N,76.6666666666667,2,1
16522,47,1.02758175,247,17708,N,78.3333333333333,2,1
18419,48,1.264716,304,16522,N,80,2,1
18838,49,0.6739605,162,18419,Y,81.6666666666667,3,1
18353,50,0.65315925,157,18838,N,83.3333333333333,3,1
18612,51,0.56163375,135,18353,N,85,3,1
23622,52,0.615717,148,18612,N,86.6666666666667,3,1
21549,53,0.7238835,174,23622,N,88.3333333333333,3,1
21353,54,0.80292825,193,21549,N,90,3,1
23164,55,0.72804375,175,21353,N,91.6666666666667,3,1
24962,56,0.7405245,178,23164,N,93.3333333333333,3,1
25427,57,0.64483875,155,24962,N,95,3,1
27580,58,0.82788975,199,25427,N,96.6666666666667,3,1
26866,59,0.74468475,179,27580,N,98.3333333333333,3,1
28966,60,0.7238835,174,26866,N,100,3,1
29341,61,0.9901395,238,28966,N,101.666666666667,3,1
3074,0,0.865332,208,NA,N,0,0,2
2616,1,0.8403705,202,3074,N,1.66666666666667,0,2
2899,2,0.96933825,233,2616,N,3.33333333333333,0,2
2883,3,0.96101775,231,2899,N,5,0,2
2791,4,1.0899855,262,2883,N,6.66666666666667,0,2
3244,5,1.048383,252,2791,N,8.33333333333333,0,2
2740,6,1.12742775,271,3244,N,10,0,2
2774,7,1.2231135,294,2740,N,11.6666666666667,0,2
4034,8,1.381203,332,2774,N,13.3333333333333,0,2
3836,9,1.3895235,334,4034,N,15,0,2
4497,11,1.39368375,335,3836,N,18.3333333333333,0,2
4064,12,0.9235755,222,4497,Y,20,1,2
4635,13,0.88613325,213,4064,N,21.6666666666667,1,2
4987,14,0.80292825,193,4635,N,23.3333333333333,1,2
4842,15,0.83621025,201,4987,N,25,1,2
5346,16,0.88613325,213,4842,N,26.6666666666667,1,2
6370,17,0.83205,200,5346,N,28.3333333333333,1,2
5419,18,0.9734985,234,6370,N,30,1,2
7101,19,1.06086375,255,5419,N,31.6666666666667,1,2
6506,20,0.9734985,234,7101,N,33.3333333333333,1,2
5726,21,1.015101,244,6506,N,35,1,2
6015,22,1.0400625,250,5726,N,36.6666666666667,1,2
6579,23,1.0567035,254,6015,N,38.3333333333333,1,2
7482,24,1.098306,264,6579,N,40,1,2
7428,25,1.11910725,269,7482,N,41.6666666666667,1,2
7870,26,1.2397545,298,7428,N,43.3333333333333,1,2
7952,27,1.11078675,267,7870,N,45,1,2
7512,28,1.44360675,347,7952,N,46.6666666666667,1,2
8483,29,0.74468475,179,7512,Y,48.3333333333333,2,2
8983,31,0.7571655,182,8483,N,51.6666666666667,2,2
12376,32,0.915255,220,8983,N,53.3333333333333,2,2
10078,33,0.9734985,234,12376,N,55,2,2
10624,34,1.098306,264,10078,N,56.6666666666667,2,2
11472,35,1.09414575,263,10624,N,58.3333333333333,2,2
10272,36,0.91109475,219,11472,N,60,2,2
13176,37,1.03590225,249,10272,N,61.6666666666667,2,2
12394,38,1.081665,260,13176,N,63.3333333333333,2,2
11486,39,1.098306,264,12394,N,65,2,2
14049,40,1.21895325,293,11486,N,66.6666666666667,2,2
13781,41,0.5907555,142,14049,Y,68.3333333333333,3,2
14860,42,0.648999,156,13781,N,70,3,2
14847,43,0.66147975,159,14860,N,71.6666666666667,3,2
16341,44,0.68644125,165,14847,N,73.3333333333333,3,2
15885,45,0.69476175,167,16341,N,75,3,2
17800,46,0.715563,172,15885,N,76.6666666666667,3,2
17426,47,0.6739605,162,17800,N,78.3333333333333,3,2
20866,48,0.69476175,167,17426,N,80,3,2
18466,50,0.6906015,166,20866,N,83.3333333333333,3,2
21530,53,0.31201875,75,18466,Y,88.3333333333333,4,2
21350,54,0.36194175,87,21530,N,90,4,2
23310,55,0.4909095,118,21350,N,91.6666666666667,4,2
3330,0,0.6406785,154,NA,N,0,0,3
3018,1,0.6573195,158,3330,N,1.66666666666667,0,3
3180,2,0.69476175,167,3018,N,3.33333333333333,0,3
3048,3,0.6739605,162,3180,N,5,0,3
3110,4,0.748845,180,3048,N,6.66666666666667,0,3
3375,5,0.698922,168,3110,N,8.33333333333333,0,3
2984,6,0.74468475,179,3375,N,10,0,3
3100,7,0.75300525,181,2984,N,11.6666666666667,0,3
4217,8,0.73636425,177,3100,N,13.3333333333333,0,3
3984,9,0.80292825,193,4217,N,15,0,3
4229,10,0.83205,200,3984,N,16.6666666666667,0,3
4563,11,0.948537,228,4229,N,18.3333333333333,0,3
4218,12,0.981819,236,4563,N,20,0,3
4673,13,1.0567035,254,4218,N,21.6666666666667,0,3
5027,14,1.297998,312,4673,N,23.3333333333333,0,3
4921,15,1.4394465,346,5027,N,25,0,3
5423,16,1.44360675,347,4921,N,26.6666666666667,0,3
6461,17,1.58505525,381,5423,N,28.3333333333333,0,3
5513,18,1.33544025,321,6461,N,30,0,3
7157,19,1.68490125,405,5513,N,31.6666666666667,0,3
6629,20,0.748845,180,7157,Y,33.3333333333333,1,3
5786,21,0.765486,184,6629,N,35,1,3
6882,22,0.782127,188,5786,N,36.6666666666667,1,3
6890,23,0.748845,180,6882,N,38.3333333333333,1,3
8232,24,0.915255,220,6890,N,40,1,3
7526,26,1.065024,256,8232,N,43.3333333333333,1,3
7569,27,0.981819,236,7526,N,45,1,3
7268,28,0.81124875,195,7569,N,46.6666666666667,1,3
8051,29,1.16070975,279,7268,N,48.3333333333333,1,3
11074,34,1.46856825,353,8051,N,56.6666666666667,1,3
11893,35,1.37704275,331,11074,N,58.3333333333333,1,3
10848,36,0.83621025,201,11893,Y,60,2,3
13394,37,0.91109475,219,10848,N,61.6666666666667,2,3
12724,38,0.81124875,195,13394,N,63.3333333333333,2,3
12039,39,0.90277425,217,12724,N,65,2,3
14425,40,0.898614,216,12039,N,66.6666666666667,2,3
14062,41,0.92773575,223,14425,N,68.3333333333333,2,3
15413,42,0.91941525,221,14062,N,70,2,3
15459,43,0.84453075,203,15413,N,71.6666666666667,2,3
17114,44,0.981819,236,15459,N,73.3333333333333,2,3
16418,45,0.99846,240,17114,N,75,2,3
18079,46,0.915255,220,16418,N,76.6666666666667,2,3
17567,47,0.8237295,198,18079,N,78.3333333333333,2,3
20871,48,1.048383,252,17567,N,80,2,3
21212,49,1.19399175,287,20871,N,81.6666666666667,2,3
20292,50,1.28551725,309,21212,N,83.3333333333333,2,3
21567,53,0.59491575,143,20292,Y,88.3333333333333,3,3
21362,54,0.5574735,134,21567,N,90,3,3
23174,55,0.60323625,145,21362,N,91.6666666666667,3,3
26522,57,0.62819775,151,23174,N,95,3,3
28671,58,0.56995425,137,26522,N,96.6666666666667,3,3
27734,59,0.7738065,186,28671,N,98.3333333333333,3,3
30459,60,0.765486,184,27734,N,100,3,3
30770,61,0.632358,152,30459,N,101.666666666667,3,3
2051,0,1.1898315,286,NA,N,0,0,4
2039,1,1.34376075,323,2051,N,1.66666666666667,0,4
2042,2,1.4560875,350,2039,N,3.33333333333333,0,4
2054,3,1.4727285,354,2042,N,5,0,4
2034,4,1.18567125,285,2054,N,6.66666666666667,0,4
2065,5,1.43528625,345,2034,N,8.33333333333333,0,4
2048,6,0.815409,196,2065,Y,10,1,4
2044,7,0.8736525,210,2048,N,11.6666666666667,1,4
3447,8,0.7738065,186,2044,N,13.3333333333333,1,4
3455,9,0.76964625,185,3447,N,15,1,4
3515,10,0.8237295,198,3455,N,16.6666666666667,1,4
3429,11,0.8570115,206,3515,N,18.3333333333333,1,4
4295,13,0.98597925,237,3429,N,21.6666666666667,1,4
4243,14,0.95269725,229,4295,N,23.3333333333333,1,4
3932,15,0.77796675,187,4243,N,25,1,4
5074,16,0.95269725,229,3932,N,26.6666666666667,1,4
5860,17,1.015101,244,5074,N,28.3333333333333,1,4
5108,18,1.16487,280,5860,N,30,1,4
6944,19,1.12742775,271,5108,N,31.6666666666667,1,4
6112,20,1.18567125,285,6944,N,33.3333333333333,1,4
5561,21,1.347921,324,6112,N,35,1,4
6187,22,0.68644125,165,5561,Y,36.6666666666667,2,4
6688,23,0.63651825,153,6187,N,38.3333333333333,2,4
7656,24,0.60323625,145,6688,N,40,2,4
8911,25,0.848691,204,7656,N,41.6666666666667,2,4
8124,26,0.8070885,194,8911,N,43.3333333333333,2,4
8248,27,0.765486,184,8124,N,45,2,4
7739,28,0.848691,204,8248,N,46.6666666666667,2,4
8697,29,0.798768,192,7739,N,48.3333333333333,2,4
9747,30,0.8570115,206,8697,N,50,2,4
9220,31,1.01926125,245,9747,N,51.6666666666667,2,4
12840,32,0.931896,224,9220,N,53.3333333333333,2,4
10237,33,0.931896,224,12840,N,55,2,4
10834,34,0.898614,216,10237,N,56.6666666666667,2,4
11648,35,0.865332,208,10834,N,58.3333333333333,2,4
10486,36,0.87781275,211,11648,N,60,2,4
13256,37,0.915255,220,10486,N,61.6666666666667,2,4
12566,38,1.19399175,287,13256,N,63.3333333333333,2,4
11665,39,1.24391475,299,12566,N,65,2,4
14242,40,0.532512,128,11665,Y,66.6666666666667,3,4
15052,42,0.565794,136,14242,N,70,3,4
2564,0,0.77796675,187,NA,N,0,0,5
2392,1,0.82788975,199,2564,N,1.66666666666667,0,5
2633,2,0.798768,192,2392,N,3.33333333333333,0,5
2491,3,0.80292825,193,2633,N,5,0,5
2488,4,0.8570115,206,2491,N,6.66666666666667,0,5
2672,5,0.89445375,215,2488,N,8.33333333333333,0,5
2469,6,0.9235755,222,2672,N,10,0,5
2506,7,1.00262025,241,2469,N,11.6666666666667,0,5
3828,8,1.13574825,273,2506,N,13.3333333333333,0,5
3620,9,1.114947,268,3828,N,15,0,5
3786,10,1.1399085,274,3620,N,16.6666666666667,0,5
4359,11,1.13574825,273,3786,N,18.3333333333333,0,5
3773,12,1.33128,320,4359,N,20,0,5
4496,13,1.3063185,314,3773,N,21.6666666666667,0,5
4830,14,1.4228055,342,4496,N,23.3333333333333,0,5
4720,15,1.3895235,334,4830,N,25,0,5
5215,16,1.3895235,334,4720,N,26.6666666666667,0,5
5993,17,0.71140275,171,5215,Y,28.3333333333333,1,5
5267,18,0.74468475,179,5993,N,30,1,5
7025,19,0.732204,176,5267,N,31.6666666666667,1,5
6327,20,0.86117175,207,7025,N,33.3333333333333,1,5
5648,21,0.87781275,211,6327,N,35,1,5
6268,22,0.7738065,186,5648,N,36.6666666666667,1,5
6744,23,0.7738065,186,6268,N,38.3333333333333,1,5
7826,24,0.9069345,218,6744,N,40,1,5
9089,25,0.93605625,225,7826,N,41.6666666666667,1,5
8369,26,0.915255,220,9089,N,43.3333333333333,1,5
8459,27,1.015101,244,8369,N,45,1,5
7922,28,0.99429975,239,8459,N,46.6666666666667,1,5
8888,29,0.91941525,221,7922,N,48.3333333333333,1,5
9797,30,1.16070975,279,8888,N,50,1,5
12893,32,1.2231135,294,9797,N,53.3333333333333,1,5
10412,33,1.23559425,297,12893,N,55,1,5
10961,34,0.74468475,179,10412,Y,56.6666666666667,2,5
11779,35,0.75300525,181,10961,N,58.3333333333333,2,5
10683,36,0.782127,188,11779,N,60,2,5
13331,37,0.69476175,167,10683,N,61.6666666666667,2,5
12650,38,0.72804375,175,13331,N,63.3333333333333,2,5
11852,39,0.8070885,194,12650,N,65,2,5
13883,41,1.02758175,247,11852,N,68.3333333333333,2,5
15477,43,1.01094075,243,13883,N,71.6666666666667,2,5
17136,44,1.06086375,255,15477,N,73.3333333333333,2,5
16451,45,0.965178,232,17136,N,75,2,5
20894,48,0.6573195,158,16451,Y,80,3,5
21223,49,0.62819775,151,20894,N,81.6666666666667,3,5
20319,50,0.6406785,154,21223,N,83.3333333333333,3,5
20497,51,0.66147975,159,20319,N,85,3,5
24790,52,0.66564,160,20497,N,86.6666666666667,3,5
23022,53,0.63651825,153,24790,N,88.3333333333333,3,5
