Specie,CellDensity,Day,N,Condition,ID,Nitrite
PY1,10^3,29.8125,2,Cat-,3,0
PY1,10^3,29.8125,2,Cat-,4,0
PY1,10^3,29.8125,2,Cat-,5,0
PY1,10^3,29.8125,2,Cat-,6,0
PY1,10^3,29.8125,2,Cat-,7,0
PY1,10^3,29.8125,2,Cat-,8,0
PY1,10^3,29.8125,2,Cat-,9,0
PY1,10^3,29.8125,2,Cat-,10,0
PY1,10^3,29.8125,2,Cat-,11,0
PY1,10^3,29.8125,2,Cat-,12,0
PY1,10^3,29.8125,2,Cat+,1,0
PY1,10^3,29.8125,2,Cat+,2,0
PY1,10^3,29.8125,2,Cat+,3,0
PY1,10^3,29.8125,2,Cat+,4,0.270665222
PY1,10^3,29.8125,2,Cat+,5,0
PY1,10^3,29.8125,2,Cat+,6,0
PY1,10^3,29.8125,2,Cat+,7,0.159786357
PY1,10^3,29.8125,2,Cat+,8,0
PY1,10^3,29.8125,2,Cat+,9,0.00487426
PY1,10^3,29.8125,2,Cat+,10,0
PY1,10^3,29.8125,2,Cat+,11,0
PY1,10^3,29.8125,2,Cat+,12,0
PY1,10^3,29.8125,3,Cat-,1,0
PY1,10^3,29.8125,3,Cat-,2,0
PY1,10^3,29.8125,3,Cat-,3,0
PY1,10^3,29.8125,3,Cat-,4,0
PY1,10^3,29.8125,3,Cat-,5,0
PY1,10^3,29.8125,3,Cat-,6,0
PY1,10^3,29.8125,3,Cat-,7,0
PY1,10^3,29.8125,3,Cat-,8,0
PY1,10^3,29.8125,3,Cat-,9,0
PY1,10^3,29.8125,3,Cat-,10,0
PY1,10^3,29.8125,3,Cat-,11,0
PY1,10^3,29.8125,3,Cat-,12,0
PY1,10^3,29.8125,3,Cat+,1,0
PY1,10^3,29.8125,3,Cat+,2,0
PY1,10^3,29.8125,3,Cat+,3,0
PY1,10^3,29.8125,3,Cat+,4,0.307926916
PY1,10^3,29.8125,3,Cat+,5,0.217766523
PY1,10^3,29.8125,3,Cat+,6,0.000512564
PY1,10^3,29.8125,3,Cat+,7,0
PY1,10^3,29.8125,3,Cat+,8,0.20527442
PY1,10^3,29.8125,3,Cat+,9,0
PY1,10^3,29.8125,3,Cat+,10,0
PY1,10^3,29.8125,3,Cat+,11,0.025496769
PY1,10^3,29.8125,3,Cat+,12,0
PY1,10^5,29.77083333,1,Cat-,1,0.043860692
PY1,10^5,29.77083333,1,Cat-,2,0.052228262
PY1,10^5,29.77083333,1,Cat-,3,0.061193515
PY1,10^5,29.77083333,1,Cat-,4,0.05700973
PY1,10^5,29.77083333,1,Cat-,5,0.059400464
PY1,10^5,29.77083333,1,Cat-,6,0.07733097
PY1,10^5,29.77083333,1,Cat-,7,0.055216679
PY1,10^5,29.77083333,1,Cat-,8,0.059998148
PY1,10^5,29.77083333,1,Cat-,9,0.079124021
PY1,10^5,29.77083333,1,Cat-,10,0.057607413
PY1,10^5,29.77083333,1,Cat-,11,0.052825945
PY1,10^5,29.77083333,1,Cat-,12,0.072549502
PY1,10^5,29.77083333,2,Cat-,1,0.057607413
PY1,10^5,29.77083333,2,Cat-,2,0.060595831
PY1,10^5,29.77083333,2,Cat-,3,0.082112438
PY1,10^5,29.77083333,2,Cat-,4,0.061791198
PY1,10^5,29.77083333,2,Cat-,5,0.064779616
PY1,10^5,29.77083333,2,Cat-,6,0.078526337
PY1,10^5,29.77083333,2,Cat-,7,0.060595831
PY1,10^5,29.77083333,2,Cat-,8,0.062986565
PY1,10^5,29.77083333,2,Cat-,9,0.080319388
PY1,10^5,29.77083333,2,Cat-,10,0.069561084
PY1,10^5,29.77083333,2,Cat-,11,0.065974983
PY1,10^5,29.77083333,2,Cat-,12,0.079721704
PY1,10^5,29.77083333,3,Cat-,1,0.056412046
PY1,10^5,29.77083333,3,Cat-,2,0.065974983
PY1,10^5,29.77083333,3,Cat-,3,0.071354135
PY1,10^5,29.77083333,3,Cat-,4,0.06717035
PY1,10^5,29.77083333,3,Cat-,5,0.078526337
PY1,10^5,29.77083333,3,Cat-,6,0.080917071
PY1,10^5,29.77083333,3,Cat-,7,0.068365717
PY1,10^5,29.77083333,3,Cat-,8,0.068365717
PY1,10^5,29.77083333,3,Cat-,9,0.085100856
PY1,10^5,29.77083333,3,Cat-,10,0.06717035
PY1,10^5,29.77083333,3,Cat-,11,0.080319388
PY1,10^5,29.77083333,3,Cat-,12,0.079721704
PY1,10^3,32.66666667,1,Cat-,1,0
PY1,10^3,32.66666667,1,Cat-,2,0
PY1,10^3,32.66666667,1,Cat-,3,0
PY1,10^3,32.66666667,1,Cat-,4,0
PY1,10^3,32.66666667,1,Cat-,5,0
PY1,10^3,32.66666667,1,Cat-,6,0
PY1,10^3,32.66666667,1,Cat-,7,0
PY1,10^3,32.66666667,1,Cat-,8,0
PY1,10^3,32.66666667,1,Cat-,9,0
PY1,10^3,32.66666667,1,Cat-,10,0
PY1,10^3,32.66666667,1,Cat-,11,0
PY1,10^3,32.66666667,1,Cat-,12,0
PY1,10^3,32.66666667,1,Cat+,1,0
PY1,10^3,32.66666667,1,Cat+,2,0.734355781
PY1,10^3,32.66666667,1,Cat+,3,0.325651301
PY1,10^3,32.66666667,1,Cat+,4,0
PY1,10^3,32.66666667,1,Cat+,5,0
PY1,10^3,32.66666667,1,Cat+,6,0
PY1,10^3,32.66666667,1,Cat+,7,0
PY1,10^3,32.66666667,1,Cat+,8,1
PY1,10^3,32.66666667,1,Cat+,9,1
PY1,10^3,32.66666667,1,Cat+,10,0.495439512
PY1,10^3,32.66666667,1,Cat+,11,0
PY1,10^3,32.66666667,1,Cat+,12,0.228629466
PY1,10^3,32.66666667,2,Cat-,1,0
PY1,10^3,32.66666667,2,Cat-,2,0
PY1,10^3,32.66666667,2,Cat-,3,0
PY1,10^3,32.66666667,2,Cat-,4,0
PY1,10^3,32.66666667,2,Cat-,5,0
PY1,10^3,32.66666667,2,Cat-,6,0
PY1,10^3,32.66666667,2,Cat-,7,0
PY1,10^3,32.66666667,2,Cat-,8,0
PY1,10^3,32.66666667,2,Cat-,9,0
PY1,10^3,32.66666667,2,Cat-,10,0
PY1,10^3,32.66666667,2,Cat-,11,0
PY1,10^3,32.66666667,2,Cat-,12,0
PY1,10^3,32.66666667,2,Cat+,1,0
PY1,10^3,32.66666667,2,Cat+,2,0
PY1,10^3,32.66666667,2,Cat+,3,0
PY1,10^3,32.66666667,2,Cat+,4,0.828952071
PY1,10^3,32.66666667,2,Cat+,5,0
PY1,10^3,32.66666667,2,Cat+,6,0
PY1,10^3,32.66666667,2,Cat+,7,0.432981706
PY1,10^3,32.66666667,2,Cat+,8,2.18E-05
PY1,10^3,32.66666667,2,Cat+,9,0
PY1,10^3,32.66666667,2,Cat+,10,0.305640547
PY1,10^3,32.66666667,2,Cat+,11,0
PY1,10^3,32.66666667,2,Cat+,12,0
PY1,10^3,32.66666667,3,Cat-,1,0
PY1,10^3,32.66666667,3,Cat-,2,0
PY1,10^3,32.66666667,3,Cat-,3,0
PY1,10^3,32.66666667,3,Cat-,4,0
PY1,10^3,32.66666667,3,Cat-,5,0
PY1,10^3,32.66666667,3,Cat-,6,0
PY1,10^3,32.66666667,3,Cat-,7,0
PY1,10^3,32.66666667,3,Cat-,8,0
PY1,10^3,32.66666667,3,Cat-,9,0
PY1,10^3,32.66666667,3,Cat-,10,0
PY1,10^3,32.66666667,3,Cat-,11,0
PY1,10^3,32.66666667,3,Cat-,12,0
PY1,10^3,32.66666667,3,Cat+,1,0
PY1,10^3,32.66666667,3,Cat+,2,0
PY1,10^3,32.66666667,3,Cat+,3,0
PY1,10^3,32.66666667,3,Cat+,4,0.729937025
PY1,10^3,32.66666667,3,Cat+,5,0.52366812
PY1,10^3,32.66666667,3,Cat+,6,0.016746662
PY1,10^3,32.66666667,3,Cat+,7,0
PY1,10^3,32.66666667,3,Cat+,8,0.279895779
PY1,10^3,32.66666667,3,Cat+,9,0
PY1,10^3,32.66666667,3,Cat+,10,0
PY1,10^3,32.66666667,3,Cat+,11,0.129882031
PY1,10^3,32.66666667,3,Cat+,12,0
PY1,10^3,36.79166667,1,Cat-,1,0.009875437
PY1,10^3,36.79166667,1,Cat-,2,0
PY1,10^3,36.79166667,1,Cat-,3,0
PY1,10^3,36.79166667,1,Cat-,4,0
PY1,10^3,36.79166667,1,Cat-,5,0
PY1,10^3,36.79166667,1,Cat-,6,0
PY1,10^3,36.79166667,1,Cat-,7,0
PY1,10^3,36.79166667,1,Cat-,8,0
PY1,10^3,36.79166667,1,Cat-,9,0
PY1,10^3,36.79166667,1,Cat-,10,0
PY1,10^3,36.79166667,1,Cat-,11,0
PY1,10^3,36.79166667,1,Cat-,12,0.004192552
PY1,10^3,36.79166667,1,Cat+,1,0
PY1,10^3,36.79166667,1,Cat+,2,1
PY1,10^3,36.79166667,1,Cat+,3,1
PY1,10^3,36.79166667,1,Cat+,4,0.002929689
PY1,10^3,36.79166667,1,Cat+,5,0
PY1,10^3,36.79166667,1,Cat+,6,0.016189754
PY1,10^3,36.79166667,1,Cat+,7,0.05660138
PY1,10^3,36.79166667,1,Cat+,8,1
PY1,10^3,36.79166667,1,Cat+,9,1
PY1,10^3,36.79166667,1,Cat+,10,1
PY1,10^3,36.79166667,1,Cat+,11,0.009875437
PY1,10^3,36.79166667,1,Cat+,12,1
PY1,10^3,36.79166667,2,Cat-,1,0
PY1,10^3,36.79166667,2,Cat-,2,0
PY1,10^3,36.79166667,2,Cat-,3,0
PY1,10^3,36.79166667,2,Cat-,4,0
PY1,10^3,36.79166667,2,Cat-,5,0
PY1,10^3,36.79166667,2,Cat-,6,0
PY1,10^3,36.79166667,2,Cat-,7,0
PY1,10^3,36.79166667,2,Cat-,8,0
PY1,10^3,36.79166667,2,Cat-,9,0
PY1,10^3,36.79166667,2,Cat-,10,0
PY1,10^3,36.79166667,2,Cat-,11,0
PY1,10^3,36.79166667,2,Cat-,12,0
PY1,10^3,36.79166667,2,Cat+,1,0
PY1,10^3,36.79166667,2,Cat+,2,0
PY1,10^3,36.79166667,2,Cat+,3,0
PY1,10^3,36.79166667,2,Cat+,4,1
PY1,10^3,36.79166667,2,Cat+,5,0.025029797
PY1,10^3,36.79166667,2,Cat+,6,0
PY1,10^3,36.79166667,2,Cat+,7,1
PY1,10^3,36.79166667,2,Cat+,8,0.067967149
PY1,10^3,36.79166667,2,Cat+,9,0
PY1,10^3,36.79166667,2,Cat+,10,0.786536372
PY1,10^3,36.79166667,2,Cat+,11,0
PY1,10^3,36.79166667,2,Cat+,12,0
PY1,10^3,36.79166667,3,Cat-,1,0
PY1,10^3,36.79166667,3,Cat-,2,0
PY1,10^3,36.79166667,3,Cat-,3,0
PY1,10^3,36.79166667,3,Cat-,4,0
PY1,10^3,36.79166667,3,Cat-,5,0
PY1,10^3,36.79166667,3,Cat-,6,0
PY1,10^3,36.79166667,3,Cat-,7,0
PY1,10^3,36.79166667,3,Cat-,8,0
PY1,10^3,36.79166667,3,Cat-,9,0
PY1,10^3,36.79166667,3,Cat-,10,0
PY1,10^3,36.79166667,3,Cat-,11,0
PY1,10^3,36.79166667,3,Cat-,12,0
PY1,10^3,36.79166667,3,Cat+,1,0.000308914
PY1,10^3,36.79166667,3,Cat+,2,0.007647086
PY1,10^3,36.79166667,3,Cat+,3,0.020630006
PY1,10^3,36.79166667,3,Cat+,4,1
PY1,10^3,36.79166667,3,Cat+,5,1
PY1,10^3,36.79166667,3,Cat+,6,0.121670992
PY1,10^3,36.79166667,3,Cat+,7,0.021758956
PY1,10^3,36.79166667,3,Cat+,8,0.823313146
PY1,10^3,36.79166667,3,Cat+,9,0.038693199
PY1,10^3,36.79166667,3,Cat+,10,0.015549733
PY1,10^3,36.79166667,3,Cat+,11,0.365524098
PY1,10^3,36.79166667,3,Cat+,12,0.003131288
PY1,10^5,36.79166667,1,Cat-,1,0.055772226
PY1,10^5,36.79166667,1,Cat-,2,0.074354233
PY1,10^5,36.79166667,1,Cat-,3,0.088431511
PY1,10^5,36.79166667,1,Cat-,4,0.063655502
PY1,10^5,36.79166667,1,Cat-,5,0.073228051
PY1,10^5,36.79166667,1,Cat-,6,0.103634971
PY1,10^5,36.79166667,1,Cat-,7,0.066470958
PY1,10^5,36.79166667,1,Cat-,8,0.076043506
PY1,10^5,36.79166667,1,Cat-,9,0.104761153
PY1,10^5,36.79166667,1,Cat-,10,0.068723322
PY1,10^5,36.79166667,1,Cat-,11,0.074917324
PY1,10^5,36.79166667,1,Cat-,12,0.094625513
PY1,10^5,36.79166667,2,Cat-,1,0.072101869
PY1,10^5,36.79166667,2,Cat-,2,0.083363691
PY1,10^5,36.79166667,2,Cat-,3,0.096314786
PY1,10^5,36.79166667,2,Cat-,4,0.074354233
PY1,10^5,36.79166667,2,Cat-,5,0.084489873
PY1,10^5,36.79166667,2,Cat-,6,0.109265882
PY1,10^5,36.79166667,2,Cat-,7,0.076043506
PY1,10^5,36.79166667,2,Cat-,8,0.083363691
PY1,10^5,36.79166667,2,Cat-,9,0.112081337
PY1,10^5,36.79166667,2,Cat-,10,0.074917324
PY1,10^5,36.79166667,2,Cat-,11,0.081674417
PY1,10^5,36.79166667,2,Cat-,12,0.105324244
PY1,10^5,36.79166667,3,Cat-,1,0.069286413
PY1,10^5,36.79166667,3,Cat-,2,0.078295871
PY1,10^5,36.79166667,3,Cat-,3,0.098567151
PY1,10^5,36.79166667,3,Cat-,4,0.083363691
PY1,10^5,36.79166667,3,Cat-,5,0.074917324
PY1,10^5,36.79166667,3,Cat-,6,0.105324244
PY1,10^5,36.79166667,3,Cat-,7,0.079422053
PY1,10^5,36.79166667,3,Cat-,8,0.07773278
PY1,10^5,36.79166667,3,Cat-,9,0.106450426
PY1,10^5,36.79166667,3,Cat-,10,0.076043506
PY1,10^5,36.79166667,3,Cat-,11,0.078295871
PY1,10^5,36.79166667,3,Cat-,12,0.101382606
PY1,10^5,43.58333333,1,Cat-,1,0.031120305
PY1,10^5,43.58333333,1,Cat-,2,0.039893107
PY1,10^5,43.58333333,1,Cat-,3,0.065626659
PY1,10^5,43.58333333,1,Cat-,4,0.041062814
PY1,10^5,43.58333333,1,Cat-,5,0.054514444
PY1,10^5,43.58333333,1,Cat-,6,0.098378453
PY1,10^5,43.58333333,1,Cat-,7,0.031705159
PY1,10^5,43.58333333,1,Cat-,8,0.018253529
PY1,10^5,43.58333333,1,Cat-,9,0.087851091
PY1,10^5,43.58333333,1,Cat-,10,0.035214279
PY1,10^5,43.58333333,1,Cat-,11,0.041062814
PY1,10^5,43.58333333,1,Cat-,12,0.087851091
PY1,10^5,43.58333333,2,Cat-,1,0.062117539
PY1,10^5,43.58333333,2,Cat-,2,0.065041806
PY1,10^5,43.58333333,2,Cat-,3,0.089605651
PY1,10^5,43.58333333,2,Cat-,4,0.083757117
PY1,10^5,43.58333333,2,Cat-,5,0.060362978
PY1,10^5,43.58333333,2,Cat-,6,0.0977936
PY1,10^5,43.58333333,2,Cat-,7,0.052759883
PY1,10^5,43.58333333,2,Cat-,8,0.073229754
PY1,10^5,43.58333333,2,Cat-,9,0.105981548
PY1,10^5,43.58333333,2,Cat-,10,0.055099297
PY1,10^5,43.58333333,2,Cat-,11,0.070890341
PY1,10^5,43.58333333,2,Cat-,12,0.09954816
PY1,10^5,43.58333333,3,Cat-,1,0.043402228
PY1,10^5,43.58333333,3,Cat-,2,0.049835616
PY1,10^5,43.58333333,3,Cat-,3,0.066796366
PY1,10^5,43.58333333,3,Cat-,4,0.06738122
PY1,10^5,43.58333333,3,Cat-,5,0.076154022
PY1,10^5,43.58333333,3,Cat-,6,0.08258741
PY1,10^5,43.58333333,3,Cat-,7,0.049835616
PY1,10^5,43.58333333,3,Cat-,8,0.056853857
PY1,10^5,43.58333333,3,Cat-,9,0.091360212
PY1,10^5,43.58333333,3,Cat-,10,0.048665909
PY1,10^5,43.58333333,3,Cat-,11,0.049835616
PY1,10^5,43.58333333,3,Cat-,12,0.074984315
PY1,10^3,43.66666667,1,Cat-,1,0.022465464
PY1,10^3,43.66666667,1,Cat-,2,0
PY1,10^3,43.66666667,1,Cat-,3,0
PY1,10^3,43.66666667,1,Cat-,4,0
PY1,10^3,43.66666667,1,Cat-,5,0
PY1,10^3,43.66666667,1,Cat-,6,0
PY1,10^3,43.66666667,1,Cat-,7,0
PY1,10^3,43.66666667,1,Cat-,8,0
PY1,10^3,43.66666667,1,Cat-,9,0
PY1,10^3,43.66666667,1,Cat-,10,0
PY1,10^3,43.66666667,1,Cat-,11,0
PY1,10^3,43.66666667,1,Cat-,12,0
PY1,10^3,43.66666667,1,Cat+,1,0
PY1,10^3,43.66666667,1,Cat+,2,1
PY1,10^3,43.66666667,1,Cat+,3,1
PY1,10^3,43.66666667,1,Cat+,4,0.002429776
PY1,10^3,43.66666667,1,Cat+,5,0
PY1,10^3,43.66666667,1,Cat+,6,0
PY1,10^3,43.66666667,1,Cat+,7,0.289941906
PY1,10^3,43.66666667,1,Cat+,8,1
PY1,10^3,43.66666667,1,Cat+,9,1
PY1,10^3,43.66666667,1,Cat+,10,1
PY1,10^3,43.66666667,1,Cat+,11,0.019961003
PY1,10^3,43.66666667,1,Cat+,12,1
PY1,10^3,43.66666667,2,Cat-,1,0
PY1,10^3,43.66666667,2,Cat-,2,0
PY1,10^3,43.66666667,2,Cat-,3,0
PY1,10^3,43.66666667,2,Cat-,4,0
PY1,10^3,43.66666667,2,Cat-,5,0
PY1,10^3,43.66666667,2,Cat-,6,0
PY1,10^3,43.66666667,2,Cat-,7,0
PY1,10^3,43.66666667,2,Cat-,8,0
PY1,10^3,43.66666667,2,Cat-,9,0
PY1,10^3,43.66666667,2,Cat-,10,0
PY1,10^3,43.66666667,2,Cat-,11,0
PY1,10^3,43.66666667,2,Cat-,12,0
PY1,10^3,43.66666667,2,Cat+,1,0
PY1,10^3,43.66666667,2,Cat+,2,0
PY1,10^3,43.66666667,2,Cat+,3,0.005936021
PY1,10^3,43.66666667,2,Cat+,4,1
PY1,10^3,43.66666667,2,Cat+,5,0.19577417
PY1,10^3,43.66666667,2,Cat+,6,0
PY1,10^3,43.66666667,2,Cat+,7,1
PY1,10^3,43.66666667,2,Cat+,8,0.509833587
PY1,10^3,43.66666667,2,Cat+,9,0.004934237
PY1,10^3,43.66666667,2,Cat+,10,1
PY1,10^3,43.66666667,2,Cat+,11,0
PY1,10^3,43.66666667,2,Cat+,12,0
PY1,10^3,43.66666667,3,Cat-,1,0
PY1,10^3,43.66666667,3,Cat-,2,0
PY1,10^3,43.66666667,3,Cat-,3,0
PY1,10^3,43.66666667,3,Cat-,4,0
PY1,10^3,43.66666667,3,Cat-,5,0
PY1,10^3,43.66666667,3,Cat-,6,0
PY1,10^3,43.66666667,3,Cat-,7,0
PY1,10^3,43.66666667,3,Cat-,8,0
PY1,10^3,43.66666667,3,Cat-,9,0
PY1,10^3,43.66666667,3,Cat-,10,0
PY1,10^3,43.66666667,3,Cat-,11,0
PY1,10^3,43.66666667,3,Cat-,12,0
PY1,10^3,43.66666667,3,Cat+,1,0.019279803
PY1,10^3,43.66666667,3,Cat+,2,0.001142074
PY1,10^3,43.66666667,3,Cat+,3,0.011165556
PY1,10^3,43.66666667,3,Cat+,4,1
PY1,10^3,43.66666667,3,Cat+,5,1
PY1,10^3,43.66666667,3,Cat+,6,0.762926691
PY1,10^3,43.66666667,3,Cat+,7,0.115218843
PY1,10^3,43.66666667,3,Cat+,8,1
PY1,10^3,43.66666667,3,Cat+,9,0.294686898
PY1,10^3,43.66666667,3,Cat+,10,0.090876102
PY1,10^3,43.66666667,3,Cat+,11,1
PY1,10^3,43.66666667,3,Cat+,12,0.011165556
PY1,10^5,50.875,1,Cat-,1,0.065865338
PY1,10^5,50.875,1,Cat-,2,0.083659962
PY1,10^5,50.875,1,Cat-,3,0.115690284
PY1,10^5,50.875,1,Cat-,4,0.072983188
PY1,10^5,50.875,1,Cat-,5,0.081880499
PY1,10^5,50.875,1,Cat-,6,0.149500068
PY1,10^5,50.875,1,Cat-,7,0.077135267
PY1,10^5,50.875,1,Cat-,8,0.088998349
PY1,10^5,50.875,1,Cat-,9,0.135264369
PY1,10^5,50.875,1,Cat-,10,0.075355804
PY1,10^5,50.875,1,Cat-,11,0.084253116
PY1,10^5,50.875,1,Cat-,12,0.13823014
PY1,10^5,50.875,2,Cat-,1,0.086032578
PY1,10^5,50.875,2,Cat-,2,0.099081969
PY1,10^5,50.875,2,Cat-,3,0.130519136
PY1,10^5,50.875,2,Cat-,4,0.100861431
PY1,10^5,50.875,2,Cat-,5,0.093150427
PY1,10^5,50.875,2,Cat-,6,0.142382219
PY1,10^5,50.875,2,Cat-,7,0.082473654
PY1,10^5,50.875,2,Cat-,8,0.106792972
PY1,10^5,50.875,2,Cat-,9,0.15127953
PY1,10^5,50.875,2,Cat-,10,0.08484627
PY1,10^5,50.875,2,Cat-,11,0.10501351
PY1,10^5,50.875,2,Cat-,12,0.145941143
PY1,10^5,50.875,3,Cat-,1,0.087218886
PY1,10^5,50.875,3,Cat-,2,0.066458493
PY1,10^5,50.875,3,Cat-,3,0.095523044
PY1,10^5,50.875,3,Cat-,4,0.127553366
PY1,10^5,50.875,3,Cat-,5,0.091964119
PY1,10^5,50.875,3,Cat-,6,0.097302506
PY1,10^5,50.875,3,Cat-,7,0.078321575
PY1,10^5,50.875,3,Cat-,8,0.077135267
PY1,10^5,50.875,3,Cat-,9,0.123401287
PY1,10^5,50.875,3,Cat-,10,0.071203725
PY1,10^5,50.875,3,Cat-,11,0.080101037
PY1,10^5,50.875,3,Cat-,12,0.106792972
PY1,10^3,50.875,1,Cat-,1,0.028789446
PY1,10^3,50.875,1,Cat-,2,0
PY1,10^3,50.875,1,Cat-,3,0
PY1,10^3,50.875,1,Cat-,4,0.000378392
PY1,10^3,50.875,1,Cat-,5,0
PY1,10^3,50.875,1,Cat-,6,0
PY1,10^3,50.875,1,Cat-,7,0
PY1,10^3,50.875,1,Cat-,8,0
PY1,10^3,50.875,1,Cat-,9,0
PY1,10^3,50.875,1,Cat-,10,0
PY1,10^3,50.875,1,Cat-,11,0
PY1,10^3,50.875,1,Cat-,12,0
PY1,10^3,50.875,1,Cat+,1,0.064303264
PY1,10^3,50.875,1,Cat+,2,1
PY1,10^3,50.875,1,Cat+,3,1
PY1,10^3,50.875,1,Cat+,4,0.018954851
PY1,10^3,50.875,1,Cat+,5,0.007481156
PY1,10^3,50.875,1,Cat+,6,0.010759355
PY1,10^3,50.875,1,Cat+,7,1
PY1,10^3,50.875,1,Cat+,8,1
PY1,10^3,50.875,1,Cat+,9,1
PY1,10^3,50.875,1,Cat+,10,1
PY1,10^3,50.875,1,Cat+,11,0.062664165
PY1,10^3,50.875,1,Cat+,12,1
PY1,10^3,50.875,2,Cat-,1,0
PY1,10^3,50.875,2,Cat-,2,0
PY1,10^3,50.875,2,Cat-,3,0
PY1,10^3,50.875,2,Cat-,4,0
PY1,10^3,50.875,2,Cat-,5,0
PY1,10^3,50.875,2,Cat-,6,0
PY1,10^3,50.875,2,Cat-,7,0
PY1,10^3,50.875,2,Cat-,8,0
PY1,10^3,50.875,2,Cat-,9,0
PY1,10^3,50.875,2,Cat-,10,0
PY1,10^3,50.875,2,Cat-,11,0
PY1,10^3,50.875,2,Cat-,12,0
PY1,10^3,50.875,2,Cat+,1,0.026603981
PY1,10^3,50.875,2,Cat+,2,0
PY1,10^3,50.875,2,Cat+,3,0.114022608
PY1,10^3,50.875,2,Cat+,4,1
PY1,10^3,50.875,2,Cat+,5,0.695356483
PY1,10^3,50.875,2,Cat+,6,0.010759355
PY1,10^3,50.875,2,Cat+,7,1
PY1,10^3,50.875,2,Cat+,8,1
PY1,10^3,50.875,2,Cat+,9,0.163741953
PY1,10^3,50.875,2,Cat+,10,1
PY1,10^3,50.875,2,Cat+,11,0
PY1,10^3,50.875,2,Cat+,12,0.014037553
PY1,10^3,50.875,3,Cat-,1,0
PY1,10^3,50.875,3,Cat-,2,0
PY1,10^3,50.875,3,Cat-,3,0
PY1,10^3,50.875,3,Cat-,4,0
PY1,10^3,50.875,3,Cat-,5,0
PY1,10^3,50.875,3,Cat-,6,0
PY1,10^3,50.875,3,Cat-,7,0
PY1,10^3,50.875,3,Cat-,8,0
PY1,10^3,50.875,3,Cat-,9,0
PY1,10^3,50.875,3,Cat-,10,0
PY1,10^3,50.875,3,Cat-,11,0
PY1,10^3,50.875,3,Cat-,12,0
PY1,10^3,50.875,3,Cat+,1,0.353336767
PY1,10^3,50.875,3,Cat+,2,0.031770156
PY1,10^3,50.875,3,Cat+,3,0.077119293
PY1,10^3,50.875,3,Cat+,4,1
PY1,10^3,50.875,3,Cat+,5,1
PY1,10^3,50.875,3,Cat+,6,1
PY1,10^3,50.875,3,Cat+,7,0.981010058
PY1,10^3,50.875,3,Cat+,8,1
PY1,10^3,50.875,3,Cat+,9,1
PY1,10^3,50.875,3,Cat+,10,0.730559139
PY1,10^3,50.875,3,Cat+,11,1
PY1,10^3,50.875,3,Cat+,12,0.072481313
PY1,10^3,58.60416667,1,Cat-,1,0.040930091
PY1,10^3,58.60416667,1,Cat-,2,0
PY1,10^3,58.60416667,1,Cat-,3,0
PY1,10^3,58.60416667,1,Cat-,4,0.017872812
PY1,10^3,58.60416667,1,Cat-,5,0
PY1,10^3,58.60416667,1,Cat-,6,0
PY1,10^3,58.60416667,1,Cat-,7,0
PY1,10^3,58.60416667,1,Cat-,8,0
PY1,10^3,58.60416667,1,Cat-,9,0
PY1,10^3,58.60416667,1,Cat-,10,0
PY1,10^3,58.60416667,1,Cat-,11,0
PY1,10^3,58.60416667,1,Cat-,12,0
PY1,10^3,58.60416667,1,Cat+,1,0.789289189
PY1,10^3,58.60416667,1,Cat+,2,1
PY1,10^3,58.60416667,1,Cat+,3,1
PY1,10^3,58.60416667,1,Cat+,4,0.076518501
PY1,10^3,58.60416667,1,Cat+,5,0.031907678
PY1,10^3,58.60416667,1,Cat+,6,0.038423865
PY1,10^3,58.60416667,1,Cat+,7,1
PY1,10^3,58.60416667,1,Cat+,8,1
PY1,10^3,58.60416667,1,Cat+,9,1
PY1,10^3,58.60416667,1,Cat+,10,1
PY1,10^3,58.60416667,1,Cat+,11,0.150702792
PY1,10^3,58.60416667,1,Cat+,12,1
PY1,10^3,58.60416667,2,Cat-,1,0
PY1,10^3,58.60416667,2,Cat-,2,0
PY1,10^3,58.60416667,2,Cat-,3,0
PY1,10^3,58.60416667,2,Cat-,4,0
PY1,10^3,58.60416667,2,Cat-,5,0
PY1,10^3,58.60416667,2,Cat-,6,0
PY1,10^3,58.60416667,2,Cat-,7,0
PY1,10^3,58.60416667,2,Cat-,8,0
PY1,10^3,58.60416667,2,Cat-,9,0
PY1,10^3,58.60416667,2,Cat-,10,0
PY1,10^3,58.60416667,2,Cat-,11,0
PY1,10^3,58.60416667,2,Cat-,12,0
PY1,10^3,58.60416667,2,Cat+,1,0.15822147
PY1,10^3,58.60416667,2,Cat+,2,0.007847908
PY1,10^3,58.60416667,2,Cat+,3,0.511098098
PY1,10^3,58.60416667,2,Cat+,4,1
PY1,10^3,58.60416667,2,Cat+,5,1
PY1,10^3,58.60416667,2,Cat+,6,0.075516011
PY1,10^3,58.60416667,2,Cat+,7,1
PY1,10^3,58.60416667,2,Cat+,8,1
PY1,10^3,58.60416667,2,Cat+,9,0.999310932
PY1,10^3,58.60416667,2,Cat+,10,1
PY1,10^3,58.60416667,2,Cat+,11,0.031406432
PY1,10^3,58.60416667,2,Cat+,12,0.171755091
PY1,10^3,57.875,3,Cat-,1,0
PY1,10^3,57.875,3,Cat-,2,0
PY1,10^3,57.875,3,Cat-,3,0
PY1,10^3,57.875,3,Cat-,4,0
PY1,10^3,57.875,3,Cat-,5,0
PY1,10^3,57.875,3,Cat-,6,0
