Specie,CellDensity,Day,N,Condition,ID,Nitrite
PY1,10^3,0,1,CFS_Cat,11,0.070957882
PY1,10^3,0,1,CFS_Cat,12,0.070957882
PY1,10^3,0,1,noCFS_Cat_ctrl,1,0
PY1,10^3,0,1,noCFS_Cat_ctrl,2,0
PY1,10^3,0,1,noCFS_Cat_ctrl,3,0
PY1,10^3,0,1,noCFS_Cat_ctrl,4,0
PY1,10^3,0,1,noCFS_Cat_ctrl,5,0
PY1,10^3,0,1,noCFS_Cat_ctrl,6,0
PY1,10^3,0,1,noCFS_Cat_ctrl,7,0
PY1,10^3,0,1,noCFS_Cat_ctrl,8,0
PY1,10^3,0,1,noCFS_Cat_ctrl,9,0
PY1,10^3,0,1,noCFS_Cat_ctrl,10,0
PY1,10^3,0,1,noCFS_Cat_ctrl,11,0
PY1,10^3,0,1,noCFS_Cat_ctrl,12,0
PY1,10^5,0,1,CFS_Cat,1,0.070957882
PY1,10^5,0,1,CFS_Cat,2,0.070957882
PY1,10^5,0,1,CFS_Cat,3,0.070957882
PY1,10^5,0,1,CFS_Cat,4,0.070957882
PY1,10^5,0,1,CFS_Cat,5,0.070957882
PY1,10^5,0,1,CFS_Cat,6,0.070957882
PY1,10^5,0,1,CFS_Cat,7,0.070957882
PY1,10^5,0,1,CFS_Cat,8,0.070957882
PY1,10^5,0,1,CFS_Cat,9,0.070957882
PY1,10^5,0,1,CFS_Cat,10,0.070957882
PY1,10^5,0,1,CFS_Cat,11,0.070957882
PY1,10^5,0,1,CFS_Cat,12,0.070957882
PY1,10^5,0,1,noCFS_Cat_ctrl,1,0
PY1,10^5,0,1,noCFS_Cat_ctrl,2,0
PY1,10^5,0,1,noCFS_Cat_ctrl,3,0
PY1,10^5,0,1,noCFS_Cat_ctrl,4,0
PY1,10^5,0,1,noCFS_Cat_ctrl,5,0
PY1,10^5,0,1,noCFS_Cat_ctrl,6,0
PY1,10^5,0,1,noCFS_Cat_ctrl,7,0
PY1,10^5,0,1,noCFS_Cat_ctrl,8,0
PY1,10^5,0,1,noCFS_Cat_ctrl,9,0
PY1,10^5,0,1,noCFS_Cat_ctrl,10,0
PY1,10^5,0,1,noCFS_Cat_ctrl,11,0
PY1,10^5,0,1,noCFS_Cat_ctrl,12,0
PY1,10^0,0,2,CFS_Cat,1,0.063950232
PY1,10^0,0,2,CFS_Cat,2,0.063950232
PY1,10^0,0,2,CFS_Cat,3,0.063950232
PY1,10^0,0,2,CFS_Cat,4,0.063950232
PY1,10^0,0,2,CFS_Cat,5,0.063950232
PY1,10^0,0,2,CFS_Cat,6,0.063950232
PY1,10^0,0,2,CFS_Cat,7,0.063950232
PY1,10^0,0,2,CFS_Cat,8,0.063950232
PY1,10^0,0,2,CFS_Cat,9,0.063950232
PY1,10^0,0,2,CFS_Cat,10,0.063950232
PY1,10^0,0,2,CFS_Cat,11,0.063950232
PY1,10^0,0,2,CFS_Cat,12,0.063950232
PY1,10^1,0,2,CFS_Cat,1,0.063950232
PY1,10^1,0,2,CFS_Cat,2,0.063950232
PY1,10^1,0,2,CFS_Cat,3,0.063950232
PY1,10^1,0,2,CFS_Cat,4,0.063950232
PY1,10^1,0,2,CFS_Cat,5,0.063950232
PY1,10^1,0,2,CFS_Cat,6,0.063950232
PY1,10^1,0,2,CFS_Cat,7,0.063950232
PY1,10^1,0,2,CFS_Cat,8,0.063950232
PY1,10^1,0,2,CFS_Cat,9,0.063950232
PY1,10^1,0,2,CFS_Cat,10,0.063950232
PY1,10^1,0,2,CFS_Cat,11,0.063950232
PY1,10^1,0,2,CFS_Cat,12,0.063950232
PY1,10^1,0,2,noCFS_Cat_ctrl,1,0
PY1,10^1,0,2,noCFS_Cat_ctrl,2,0
PY1,10^1,0,2,noCFS_Cat_ctrl,3,0
PY1,10^1,0,2,noCFS_Cat_ctrl,4,0
PY1,10^1,0,2,noCFS_Cat_ctrl,5,0
PY1,10^1,0,2,noCFS_Cat_ctrl,6,0
PY1,10^1,0,2,noCFS_Cat_ctrl,7,0
PY1,10^1,0,2,noCFS_Cat_ctrl,8,0
PY1,10^1,0,2,noCFS_Cat_ctrl,9,0
PY1,10^1,0,2,noCFS_Cat_ctrl,10,0
PY1,10^1,0,2,noCFS_Cat_ctrl,11,0
PY1,10^1,0,2,noCFS_Cat_ctrl,12,0
PY1,10^3,0,2,CFS_Cat,1,0.063950232
PY1,10^3,0,2,CFS_Cat,2,0.063950232
PY1,10^3,0,2,CFS_Cat,3,0.063950232
PY1,10^3,0,2,CFS_Cat,4,0.063950232
PY1,10^3,0,2,CFS_Cat,5,0.063950232
PY1,10^3,0,2,CFS_Cat,6,0.063950232
PY1,10^3,0,2,CFS_Cat,7,0.063950232
PY1,10^3,0,2,CFS_Cat,8,0.063950232
PY1,10^3,0,2,CFS_Cat,9,0.063950232
PY1,10^3,0,2,CFS_Cat,10,0.063950232
PY1,10^3,0,2,CFS_Cat,11,0.063950232
PY1,10^3,0,2,CFS_Cat,12,0.063950232
PY1,10^3,0,2,noCFS_Cat_ctrl,1,0
PY1,10^3,0,2,noCFS_Cat_ctrl,2,0
PY1,10^3,0,2,noCFS_Cat_ctrl,3,0
PY1,10^3,0,2,noCFS_Cat_ctrl,4,0
PY1,10^3,0,2,noCFS_Cat_ctrl,5,0
PY1,10^3,0,2,noCFS_Cat_ctrl,6,0
PY1,10^3,0,2,noCFS_Cat_ctrl,7,0
PY1,10^3,0,2,noCFS_Cat_ctrl,8,0
PY1,10^3,0,2,noCFS_Cat_ctrl,9,0
PY1,10^3,0,2,noCFS_Cat_ctrl,10,0
PY1,10^3,0,2,noCFS_Cat_ctrl,11,0
PY1,10^3,0,2,noCFS_Cat_ctrl,12,0
PY1,10^5,0,2,CFS_Cat,1,0.063950232
PY1,10^5,0,2,CFS_Cat,2,0.063950232
PY1,10^5,0,2,CFS_Cat,3,0.063950232
PY1,10^5,0,2,CFS_Cat,4,0.063950232
PY1,10^5,0,2,CFS_Cat,5,0.063950232
PY1,10^5,0,2,CFS_Cat,6,0.063950232
PY1,10^5,0,2,CFS_Cat,7,0.063950232
PY1,10^5,0,2,CFS_Cat,8,0.063950232
PY1,10^5,0,2,CFS_Cat,9,0.063950232
PY1,10^5,0,2,CFS_Cat,10,0.063950232
PY1,10^5,0,2,CFS_Cat,11,0.063950232
PY1,10^5,0,2,CFS_Cat,12,0.063950232
PY1,10^5,0,2,noCFS_Cat_ctrl,1,0
PY1,10^5,0,2,noCFS_Cat_ctrl,2,0
PY1,10^5,0,2,noCFS_Cat_ctrl,3,0
PY1,10^5,0,2,noCFS_Cat_ctrl,4,0
PY1,10^5,0,2,noCFS_Cat_ctrl,5,0
PY1,10^5,0,2,noCFS_Cat_ctrl,6,0
PY1,10^5,0,2,noCFS_Cat_ctrl,7,0
PY1,10^5,0,2,noCFS_Cat_ctrl,8,0
PY1,10^5,0,2,noCFS_Cat_ctrl,9,0
PY1,10^5,0,2,noCFS_Cat_ctrl,10,0
PY1,10^5,0,2,noCFS_Cat_ctrl,11,0
PY1,10^5,0,2,noCFS_Cat_ctrl,12,0
PY1,10^0,0,3,CFS_Cat,1,0.063268077
PY1,10^0,0,3,CFS_Cat,2,0.063268077
PY1,10^0,0,3,CFS_Cat,3,0.063268077
PY1,10^0,0,3,CFS_Cat,4,0.063268077
PY1,10^0,0,3,CFS_Cat,5,0.063268077
PY1,10^0,0,3,CFS_Cat,6,0.063268077
PY1,10^0,0,3,CFS_Cat,7,0.063268077
PY1,10^0,0,3,CFS_Cat,8,0.063268077
PY1,10^0,0,3,CFS_Cat,9,0.063268077
PY1,10^0,0,3,CFS_Cat,10,0.063268077
PY1,10^0,0,3,CFS_Cat,11,0.063268077
PY1,10^0,0,3,CFS_Cat,12,0.063268077
PY1,10^1,0,3,CFS_Cat,1,0.063268077
PY1,10^1,0,3,CFS_Cat,2,0.063268077
PY1,10^1,0,3,CFS_Cat,3,0.063268077
PY1,10^1,0,3,CFS_Cat,4,0.063268077
PY1,10^1,0,3,CFS_Cat,5,0.063268077
PY1,10^1,0,3,CFS_Cat,6,0.063268077
PY1,10^1,0,3,CFS_Cat,7,0.063268077
PY1,10^1,0,3,CFS_Cat,8,0.063268077
PY1,10^1,0,3,CFS_Cat,9,0.063268077
PY1,10^1,0,3,CFS_Cat,10,0.063268077
PY1,10^1,0,3,CFS_Cat,11,0.063268077
PY1,10^1,0,3,CFS_Cat,12,0.063268077
PY1,10^1,0,3,noCFS_Cat_ctrl,1,0
PY1,10^1,0,3,noCFS_Cat_ctrl,2,0
PY1,10^1,0,3,noCFS_Cat_ctrl,3,0
PY1,10^1,0,3,noCFS_Cat_ctrl,4,0
PY1,10^1,0,3,noCFS_Cat_ctrl,5,0
PY1,10^1,0,3,noCFS_Cat_ctrl,6,0
PY1,10^1,0,3,noCFS_Cat_ctrl,7,0
PY1,10^1,0,3,noCFS_Cat_ctrl,8,0
PY1,10^1,0,3,noCFS_Cat_ctrl,9,0
PY1,10^1,0,3,noCFS_Cat_ctrl,10,0
PY1,10^1,0,3,noCFS_Cat_ctrl,11,0
PY1,10^1,0,3,noCFS_Cat_ctrl,12,0
PY1,10^3,0,3,CFS_Cat,1,0.063268077
PY1,10^3,0,3,CFS_Cat,2,0.063268077
PY1,10^3,0,3,CFS_Cat,3,0.063268077
PY1,10^3,0,3,CFS_Cat,4,0.063268077
PY1,10^3,0,3,CFS_Cat,5,0.063268077
PY1,10^3,0,3,CFS_Cat,6,0.063268077
PY1,10^3,0,3,CFS_Cat,7,0.063268077
PY1,10^3,0,3,CFS_Cat,8,0.063268077
PY1,10^3,0,3,CFS_Cat,9,0.063268077
PY1,10^3,0,3,CFS_Cat,10,0.063268077
PY1,10^3,0,3,CFS_Cat,11,0.063268077
PY1,10^3,0,3,CFS_Cat,12,0.063268077
PY1,10^3,0,3,noCFS_Cat_ctrl,1,0
PY1,10^3,0,3,noCFS_Cat_ctrl,2,0
PY1,10^3,0,3,noCFS_Cat_ctrl,3,0
PY1,10^3,0,3,noCFS_Cat_ctrl,4,0
PY1,10^3,0,3,noCFS_Cat_ctrl,5,0
PY1,10^3,0,3,noCFS_Cat_ctrl,6,0
PY1,10^3,0,3,noCFS_Cat_ctrl,7,0
PY1,10^3,0,3,noCFS_Cat_ctrl,8,0
PY1,10^3,0,3,noCFS_Cat_ctrl,9,0
PY1,10^3,0,3,noCFS_Cat_ctrl,10,0
PY1,10^3,0,3,noCFS_Cat_ctrl,11,0
PY1,10^3,0,3,noCFS_Cat_ctrl,12,0
PY1,10^5,0,3,CFS_Cat,1,0.063268077
PY1,10^5,0,3,CFS_Cat,2,0.063268077
PY1,10^5,0,3,CFS_Cat,3,0.063268077
PY1,10^5,0,3,CFS_Cat,4,0.063268077
PY1,10^5,0,3,CFS_Cat,5,0.063268077
PY1,10^5,0,3,CFS_Cat,6,0.063268077
PY1,10^5,0,3,CFS_Cat,7,0.063268077
PY1,10^5,0,3,CFS_Cat,8,0.063268077
PY1,10^5,0,3,CFS_Cat,9,0.063268077
PY1,10^5,0,3,CFS_Cat,10,0.063268077
PY1,10^5,0,3,CFS_Cat,11,0.063268077
PY1,10^5,0,3,CFS_Cat,12,0.063268077
PY1,10^5,0,3,noCFS_Cat_ctrl,1,0
PY1,10^5,0,3,noCFS_Cat_ctrl,2,0
PY1,10^5,0,3,noCFS_Cat_ctrl,3,0
PY1,10^5,0,3,noCFS_Cat_ctrl,4,0
PY1,10^5,0,3,noCFS_Cat_ctrl,5,0
PY1,10^5,0,3,noCFS_Cat_ctrl,6,0
PY1,10^5,0,3,noCFS_Cat_ctrl,7,0
PY1,10^5,0,3,noCFS_Cat_ctrl,8,0
PY1,10^5,0,3,noCFS_Cat_ctrl,9,0
PY1,10^5,0,3,noCFS_Cat_ctrl,10,0
PY1,10^5,0,3,noCFS_Cat_ctrl,11,0
PY1,10^5,0,3,noCFS_Cat_ctrl,12,0
PY1,10^5,4.6875,1,CFS_Cat,1,0.123607769
PY1,10^5,4.6875,1,CFS_Cat,2,0.11921558
PY1,10^5,4.6875,1,CFS_Cat,3,0.121411674
PY1,10^5,4.6875,1,CFS_Cat,4,0.118776361
PY1,10^5,4.6875,1,CFS_Cat,5,0.116580267
PY1,10^5,4.6875,1,CFS_Cat,6,0.121411674
PY1,10^5,4.6875,1,CFS_Cat,7,0.118337142
PY1,10^5,4.6875,1,CFS_Cat,8,0.124486206
PY1,10^5,4.6875,1,CFS_Cat,9,0.120533236
PY1,10^5,4.6875,1,CFS_Cat,10,0.121850893
PY1,10^5,4.6875,1,CFS_Cat,11,0.12316855
PY1,10^5,4.6875,1,CFS_Cat,12,0.128878395
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,1,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,2,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,3,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,4,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,5,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,6,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,7,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,8,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,9,0.000626484
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,10,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,11,0
PY1,10^5,4.6875,1,noCFS_Cat_ctrl,12,0
PY1,10^5,4.6875,2,CFS_Cat,1,0.114384172
PY1,10^5,4.6875,2,CFS_Cat,2,0.117458704
PY1,10^5,4.6875,2,CFS_Cat,3,0.118776361
PY1,10^5,4.6875,2,CFS_Cat,4,0.104282138
PY1,10^5,4.6875,2,CFS_Cat,5,0.110431202
PY1,10^5,4.6875,2,CFS_Cat,6,0.121411674
PY1,10^5,4.6875,2,CFS_Cat,7,0.114384172
PY1,10^5,4.6875,2,CFS_Cat,8,0.113944953
PY1,10^5,4.6875,2,CFS_Cat,9,0.121411674
PY1,10^5,4.6875,2,CFS_Cat,10,0.112188078
PY1,10^5,4.6875,2,CFS_Cat,11,0.114823391
PY1,10^5,4.6875,2,CFS_Cat,12,0.113944953
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,1,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,2,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,3,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,4,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,5,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,6,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,7,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,8,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,9,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,10,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,11,0
PY1,10^5,4.6875,2,noCFS_Cat_ctrl,12,0
PY1,10^5,4.6875,3,CFS_Cat,1,0.090299079
PY1,10^5,4.6875,3,CFS_Cat,2,0.09218658
PY1,10^5,4.6875,3,CFS_Cat,3,0.105870956
PY1,10^5,4.6875,3,CFS_Cat,4,0.103039705
PY1,10^5,4.6875,3,CFS_Cat,5,0.09596158
PY1,10^5,4.6875,3,CFS_Cat,6,0.114836581
PY1,10^5,4.6875,3,CFS_Cat,7,0.104927206
PY1,10^5,4.6875,3,CFS_Cat,8,0.10068033
PY1,10^5,4.6875,3,CFS_Cat,9,0.111061581
PY1,10^5,4.6875,3,CFS_Cat,10,0.101152205
PY1,10^5,4.6875,3,CFS_Cat,11,0.100208455
PY1,10^5,4.6875,3,CFS_Cat,12,0.110589706
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,1,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,2,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,3,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,4,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,5,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,6,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,7,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,8,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,9,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,10,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,11,0
PY1,10^5,4.6875,3,noCFS_Cat_ctrl,12,0
PY1,10^3,5.8125,1,CFS_Cat,1,0.101557188
PY1,10^3,5.8125,1,CFS_Cat,2,0.101150048
PY1,10^3,5.8125,1,CFS_Cat,3,0.098707205
PY1,10^3,5.8125,1,CFS_Cat,4,0.095857223
PY1,10^3,5.8125,1,CFS_Cat,5,0.091378679
PY1,10^3,5.8125,1,CFS_Cat,6,0.090157258
PY1,10^3,5.8125,1,CFS_Cat,7,0.094635802
PY1,10^3,5.8125,1,CFS_Cat,8,0.101964328
PY1,10^3,5.8125,1,CFS_Cat,9,0.099928626
PY1,10^3,5.8125,1,CFS_Cat,10,0.099928626
PY1,10^3,5.8125,1,CFS_Cat,11,0.096264363
PY1,10^3,5.8125,1,CFS_Cat,12,0.096671504
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,1,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,2,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,3,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,4,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,5,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,6,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,7,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,8,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,9,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,10,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,11,0
PY1,10^3,5.8125,1,noCFS_Cat_ctrl,12,0
PY1,10^3,5.8125,2,CFS_Cat,1,0.096671504
PY1,10^3,5.8125,2,CFS_Cat,2,0.097485784
PY1,10^3,5.8125,2,CFS_Cat,3,0.099114346
PY1,10^3,5.8125,2,CFS_Cat,4,0.096671504
PY1,10^3,5.8125,2,CFS_Cat,5,0.10359289
PY1,10^3,5.8125,2,CFS_Cat,6,0.101557188
PY1,10^3,5.8125,2,CFS_Cat,7,0.096671504
PY1,10^3,5.8125,2,CFS_Cat,8,0.096264363
PY1,10^3,5.8125,2,CFS_Cat,9,0.09300724
PY1,10^3,5.8125,2,CFS_Cat,10,0.095857223
PY1,10^3,5.8125,2,CFS_Cat,11,0.096671504
PY1,10^3,5.8125,2,CFS_Cat,12,0.093821521
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,1,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,2,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,3,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,4,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,5,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,6,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,7,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,8,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,9,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,10,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,11,0
PY1,10^3,5.8125,2,noCFS_Cat_ctrl,12,0
PY1,10^3,5.8125,3,CFS_Cat,1,0.097998983
PY1,10^3,5.8125,3,CFS_Cat,2,0.092024774
PY1,10^3,5.8125,3,CFS_Cat,3,0.099279171
PY1,10^3,5.8125,3,CFS_Cat,4,0.084770378
PY1,10^3,5.8125,3,CFS_Cat,5,0.08903767
PY1,10^3,5.8125,3,CFS_Cat,6,0.086050565
PY1,10^3,5.8125,3,CFS_Cat,7,0.092878232
PY1,10^3,5.8125,3,CFS_Cat,8,0.090317857
PY1,10^3,5.8125,3,CFS_Cat,9,0.090317857
PY1,10^3,5.8125,3,CFS_Cat,10,0.090317857
PY1,10^3,5.8125,3,CFS_Cat,11,0.085197107
PY1,10^3,5.8125,3,CFS_Cat,12,0.085623836
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,1,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,2,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,3,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,4,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,5,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,6,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,7,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,8,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,9,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,10,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,11,0
PY1,10^3,5.8125,3,noCFS_Cat_ctrl,12,0
PY1,10^1,6.875,1,CFS_Cat,1,0.106127874
PY1,10^1,6.875,1,CFS_Cat,2,0.102295183
PY1,10^1,6.875,1,CFS_Cat,3,0.106553728
PY1,10^1,6.875,1,CFS_Cat,4,0.109960565
PY1,10^1,6.875,1,CFS_Cat,5,0.109960565
PY1,10^1,6.875,1,CFS_Cat,6,0.096759074
PY1,10^1,6.875,1,CFS_Cat,7,0.106553728
PY1,10^1,6.875,1,CFS_Cat,8,0.098888346
PY1,10^1,6.875,1,CFS_Cat,9,0.10016591
PY1,10^1,6.875,1,CFS_Cat,10,0.113367401
PY1,10^1,6.875,1,CFS_Cat,11,0.103998601
PY1,10^1,6.875,1,CFS_Cat,12,0.106979583
PY1,10^1,6.875,1,noCFS_Cat_ctrl,1,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,2,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,3,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,4,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,5,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,6,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,7,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,8,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,9,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,10,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,11,0
PY1,10^1,6.875,1,noCFS_Cat_ctrl,12,0
PY1,10^1,6.875,2,CFS_Cat,1,0.101869328
PY1,10^1,6.875,2,CFS_Cat,2,0.101443474
PY1,10^1,6.875,2,CFS_Cat,3,0.103572746
PY1,10^1,6.875,2,CFS_Cat,4,0.09548151
PY1,10^1,6.875,2,CFS_Cat,5,0.101869328
PY1,10^1,6.875,2,CFS_Cat,6,0.104424456
PY1,10^1,6.875,2,CFS_Cat,7,0.105702019
PY1,10^1,6.875,2,CFS_Cat,8,0.105702019
PY1,10^1,6.875,2,CFS_Cat,9,0.107405437
PY1,10^1,6.875,2,CFS_Cat,10,0.095055656
PY1,10^1,6.875,2,CFS_Cat,11,0.097184928
PY1,10^1,6.875,2,CFS_Cat,12,0.100591765
PY1,10^1,6.875,2,noCFS_Cat_ctrl,1,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,2,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,3,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,4,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,5,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,6,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,7,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,8,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,9,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,10,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,11,0
PY1,10^1,6.875,2,noCFS_Cat_ctrl,12,0
PY1,10^1,6.875,3,CFS_Cat,1,0.103989662
PY1,10^1,6.875,3,CFS_Cat,2,0.092757849
PY1,10^1,6.875,3,CFS_Cat,3,0.097077777
PY1,10^1,6.875,3,CFS_Cat,4,0.091461871
PY1,10^1,6.875,3,CFS_Cat,5,0.090165893
PY1,10^1,6.875,3,CFS_Cat,6,0.092757849
PY1,10^1,6.875,3,CFS_Cat,7,0.091029878
PY1,10^1,6.875,3,CFS_Cat,8,0.089301907
PY1,10^1,6.875,3,CFS_Cat,9,0.087573936
PY1,10^1,6.875,3,CFS_Cat,10,0.087573936
PY1,10^1,6.875,3,CFS_Cat,11,0.092757849
PY1,10^1,6.875,3,CFS_Cat,12,0.095349806
PY1,10^1,6.875,3,noCFS_Cat_ctrl,1,0
PY1,10^1,6.875,3,noCFS_Cat_ctrl,2,0
PY1,10^1,6.875,3,noCFS_Cat_ctrl,3,0
PY1,10^1,6.875,3,noCFS_Cat_ctrl,4,0
PY1,10^1,6.875,3,noCFS_Cat_ctrl,5,0
PY1,10^1,6.875,3,noCFS_Cat_ctrl,6,0
